"Kod";"Nazwa";"Pojazdy";"Grupy wieku";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1600000;"OPOLSKIE";"motocykle";"3 lata";"2018";1017;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"3 lata";"2019";480;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"3 lata";"2020";317;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"3 lata";"2021";404;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"3 lata";"2022";515;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"3 lata";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motocykle";"4-5 lat";"2018";719;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"4-5 lat";"2019";1538;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"4-5 lat";"2020";1652;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"4-5 lat";"2021";903;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"4-5 lat";"2022";845;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"4-5 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motocykle";"6-7 lat";"2018";788;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"6-7 lat";"2019";729;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"6-7 lat";"2020";918;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"6-7 lat";"2021";1716;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"6-7 lat";"2022";1772;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"6-7 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motocykle";"8-9 lat";"2018";1093;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"8-9 lat";"2019";1027;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"8-9 lat";"2020";978;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"8-9 lat";"2021";922;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"8-9 lat";"2022";1078;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"8-9 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motocykle";"10-11 lat";"2018";1724;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"10-11 lat";"2019";1572;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"10-11 lat";"2020";1338;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"10-11 lat";"2021";1205;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"10-11 lat";"2022";1129;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"10-11 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motocykle";"12-15 lat";"2018";3619;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"12-15 lat";"2019";4061;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"12-15 lat";"2020";4287;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"12-15 lat";"2021";4224;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"12-15 lat";"2022";3920;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"12-15 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motocykle";"16-20 lat";"2018";4913;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"16-20 lat";"2019";5051;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"16-20 lat";"2020";5128;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"16-20 lat";"2021";5363;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"16-20 lat";"2022";5738;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"16-20 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motocykle";"21-25 lat";"2018";3393;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"21-25 lat";"2019";4052;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"21-25 lat";"2020";4776;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"21-25 lat";"2021";5466;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"21-25 lat";"2022";5874;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"21-25 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motocykle";"26-30 lat";"2018";3403;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"26-30 lat";"2019";3202;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"26-30 lat";"2020";2851;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"26-30 lat";"2021";2959;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"26-30 lat";"2022";3332;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"26-30 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motocykle";"31 lat i starsze";"2018";12627;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"31 lat i starsze";"2019";13587;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"31 lat i starsze";"2020";14714;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"31 lat i starsze";"2021";15435;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"31 lat i starsze";"2022";16196;"szt.";"";
1600000;"OPOLSKIE";"motocykle";"31 lat i starsze";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"ogółem";"2018";47901;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"ogółem";"2019";48762;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"ogółem";"2020";49542;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"ogółem";"2021";50174;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"ogółem";"2022";50826;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"ogółem";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"do 1 roku";"2018";978;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"do 1 roku";"2019";608;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"do 1 roku";"2020";816;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"do 1 roku";"2021";711;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"do 1 roku";"2022";444;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"do 1 roku";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"2 lata";"2018";696;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"2 lata";"2019";914;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"2 lata";"2020";354;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"2 lata";"2021";547;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"2 lata";"2022";632;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"2 lata";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"3 lata";"2018";636;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"3 lata";"2019";710;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"3 lata";"2020";932;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"3 lata";"2021";370;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"3 lata";"2022";555;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"3 lata";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"4-5 lat";"2018";2603;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"4-5 lat";"2019";1798;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"4-5 lat";"2020";1356;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"4-5 lat";"2021";1668;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"4-5 lat";"2022";1335;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"4-5 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"6-7 lat";"2018";4026;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"6-7 lat";"2019";3646;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"6-7 lat";"2020";2624;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"6-7 lat";"2021";1817;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"6-7 lat";"2022";1407;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"6-7 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"8-9 lat";"2018";4358;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"8-9 lat";"2019";3542;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"8-9 lat";"2020";4071;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"8-9 lat";"2021";3680;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"8-9 lat";"2022";2650;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"8-9 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"10-11 lat";"2018";9806;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"10-11 lat";"2019";7735;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"10-11 lat";"2020";4425;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"10-11 lat";"2021";3572;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"10-11 lat";"2022";4086;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"10-11 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"12-15 lat";"2018";5842;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"12-15 lat";"2019";9906;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"12-15 lat";"2020";13889;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"12-15 lat";"2021";14769;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"12-15 lat";"2022";14147;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"12-15 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"16-20 lat";"2018";2624;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"16-20 lat";"2019";2917;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"16-20 lat";"2020";3406;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"16-20 lat";"2021";4703;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"16-20 lat";"2022";6408;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"16-20 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"21-25 lat";"2018";2251;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"21-25 lat";"2019";2479;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"21-25 lat";"2020";2690;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"21-25 lat";"2021";2705;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"21-25 lat";"2022";2709;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"21-25 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"26-30 lat";"2018";5279;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"26-30 lat";"2019";3567;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"26-30 lat";"2020";1860;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"26-30 lat";"2021";1689;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"26-30 lat";"2022";2033;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"26-30 lat";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"motorowery";"31 lat i starsze";"2018";8802;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"31 lat i starsze";"2019";10940;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"31 lat i starsze";"2020";13119;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"31 lat i starsze";"2021";13943;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"31 lat i starsze";"2022";14420;"szt.";"";
1600000;"OPOLSKIE";"motorowery";"31 lat i starsze";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"ogółem";"2018";1181876;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"ogółem";"2019";1219284;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"ogółem";"2020";1257268;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"ogółem";"2021";1292511;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"ogółem";"2022";1317304;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"ogółem";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"do 1 roku";"2018";24853;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"do 1 roku";"2019";25426;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"do 1 roku";"2020";22022;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"do 1 roku";"2021";18568;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"do 1 roku";"2022";18238;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"do 1 roku";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"2 lata";"2018";13607;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"2 lata";"2019";16360;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"2 lata";"2020";16257;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"2 lata";"2021";16209;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"2 lata";"2022";11100;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"2 lata";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"3 lata";"2018";13147;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"3 lata";"2019";15771;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"3 lata";"2020";18431;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"3 lata";"2021";18186;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"3 lata";"2022";17642;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"3 lata";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"4-5 lat";"2018";27963;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"4-5 lat";"2019";32689;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"4-5 lat";"2020";36607;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"4-5 lat";"2021";42167;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"4-5 lat";"2022";43454;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"4-5 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"6-7 lat";"2018";39452;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"6-7 lat";"2019";36992;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"6-7 lat";"2020";37811;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"6-7 lat";"2021";42782;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"6-7 lat";"2022";45997;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"6-7 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"8-9 lat";"2018";52388;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"8-9 lat";"2019";54000;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"8-9 lat";"2020";52644;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"8-9 lat";"2021";48946;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"8-9 lat";"2022";48548;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"8-9 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"10-11 lat";"2018";87218;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"10-11 lat";"2019";79161;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"10-11 lat";"2020";70513;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"10-11 lat";"2021";70087;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"10-11 lat";"2022";66805;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"10-11 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"12-15 lat";"2018";225938;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"12-15 lat";"2019";228597;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"12-15 lat";"2020";226265;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"12-15 lat";"2021";219760;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"12-15 lat";"2022";208335;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"12-15 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"16-20 lat";"2018";309544;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"16-20 lat";"2019";307331;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"16-20 lat";"2020";306908;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"16-20 lat";"2021";309761;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"16-20 lat";"2022";317990;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"16-20 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"21-25 lat";"2018";152044;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"21-25 lat";"2019";171680;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"21-25 lat";"2020";200416;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"21-25 lat";"2021";217655;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"21-25 lat";"2022";227966;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"21-25 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"26-30 lat";"2018";77986;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"26-30 lat";"2019";80122;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"26-30 lat";"2020";85074;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"26-30 lat";"2021";90013;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"26-30 lat";"2022";96206;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"26-30 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"31 lat i starsze";"2018";157736;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"31 lat i starsze";"2019";171155;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"31 lat i starsze";"2020";184320;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"31 lat i starsze";"2021";198377;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"31 lat i starsze";"2022";215023;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"31 lat i starsze";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"ogółem";"2018";159595;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"ogółem";"2019";165156;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"ogółem";"2020";170665;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"ogółem";"2021";176115;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"ogółem";"2022";179817;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"ogółem";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"do 1 roku";"2018";3842;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"do 1 roku";"2019";4529;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"do 1 roku";"2020";3819;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"do 1 roku";"2021";3552;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"do 1 roku";"2022";3663;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"do 1 roku";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"2 lata";"2018";2132;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"2 lata";"2019";2051;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"2 lata";"2020";2794;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"2 lata";"2021";2634;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"2 lata";"2022";1767;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"2 lata";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"3 lata";"2018";2114;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"3 lata";"2019";2467;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"3 lata";"2020";2345;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"3 lata";"2021";3055;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"3 lata";"2022";2800;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"3 lata";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"4-5 lat";"2018";5340;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"4-5 lat";"2019";5654;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"4-5 lat";"2020";5908;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"4-5 lat";"2021";5997;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"4-5 lat";"2022";6222;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"4-5 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"6-7 lat";"2018";6698;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"6-7 lat";"2019";6189;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"6-7 lat";"2020";6953;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"6-7 lat";"2021";7310;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"6-7 lat";"2022";7343;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"6-7 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"8-9 lat";"2018";10723;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"8-9 lat";"2019";10698;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"8-9 lat";"2020";8278;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"8-9 lat";"2021";7622;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"8-9 lat";"2022";8113;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"8-9 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"10-11 lat";"2018";12295;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"10-11 lat";"2019";11503;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"10-11 lat";"2020";11730;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"10-11 lat";"2021";12130;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"10-11 lat";"2022";9679;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"10-11 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"12-15 lat";"2018";26396;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"12-15 lat";"2019";26226;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"12-15 lat";"2020";26770;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"12-15 lat";"2021";26586;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"12-15 lat";"2022";27845;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"12-15 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"16-20 lat";"2018";32260;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"16-20 lat";"2019";33364;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"16-20 lat";"2020";33946;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"16-20 lat";"2021";33632;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"16-20 lat";"2022";34046;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"16-20 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"21-25 lat";"2018";16568;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"21-25 lat";"2019";19321;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"21-25 lat";"2020";22581;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"21-25 lat";"2021";25189;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"21-25 lat";"2022";26837;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"21-25 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"26-30 lat";"2018";10658;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"26-30 lat";"2019";10513;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"26-30 lat";"2020";10843;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"26-30 lat";"2021";11930;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"26-30 lat";"2022";13290;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"26-30 lat";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"31 lat i starsze";"2018";30569;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"31 lat i starsze";"2019";32641;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"31 lat i starsze";"2020";34698;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"31 lat i starsze";"2021";36478;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"31 lat i starsze";"2022";38212;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"31 lat i starsze";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"autobusy";"ogółem";"2018";5858;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"ogółem";"2019";5992;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"ogółem";"2020";5984;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"ogółem";"2021";5980;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"ogółem";"2022";6111;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"ogółem";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"autobusy";"do 1 roku";"2018";163;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"do 1 roku";"2019";264;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"do 1 roku";"2020";172;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"do 1 roku";"2021";112;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"do 1 roku";"2022";87;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"do 1 roku";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"autobusy";"2 lata";"2018";36;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"2 lata";"2019";37;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"2 lata";"2020";164;"szt.";"";
