"Kod";"Nazwa";"Pojazdy";"Grupy wieku";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"8-9 lat";"2019";1764;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"8-9 lat";"2020";2124;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"8-9 lat";"2021";2092;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"8-9 lat";"2022";2195;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"8-9 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"10-11 lat";"2018";2811;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"10-11 lat";"2019";1652;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"10-11 lat";"2020";1002;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"10-11 lat";"2021";1765;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"10-11 lat";"2022";2069;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"10-11 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"12-15 lat";"2018";2769;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"12-15 lat";"2019";3658;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"12-15 lat";"2020";4323;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"12-15 lat";"2021";3970;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"12-15 lat";"2022";3696;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"12-15 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"16-20 lat";"2018";2709;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"16-20 lat";"2019";2561;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"16-20 lat";"2020";2568;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"16-20 lat";"2021";2693;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"16-20 lat";"2022";3109;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"16-20 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"21-25 lat";"2018";1657;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"21-25 lat";"2019";2067;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"21-25 lat";"2020";2431;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"21-25 lat";"2021";2569;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"21-25 lat";"2022";2658;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"21-25 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"26-30 lat";"2018";1560;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"26-30 lat";"2019";1513;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"26-30 lat";"2020";1482;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"26-30 lat";"2021";1506;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"26-30 lat";"2022";1459;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"26-30 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"31 lat i starsze";"2018";1652;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"31 lat i starsze";"2019";1916;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"31 lat i starsze";"2020";2202;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"31 lat i starsze";"2021";2518;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"31 lat i starsze";"2022";2887;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"ciągniki siodłowe";"31 lat i starsze";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"ogółem";"2018";91016;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"ogółem";"2019";96704;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"ogółem";"2020";102409;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"ogółem";"2021";107707;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"ogółem";"2022";113128;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"ogółem";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"do 1 roku";"2018";1522;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"do 1 roku";"2019";2203;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"do 1 roku";"2020";2880;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"do 1 roku";"2021";2949;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"do 1 roku";"2022";3080;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"do 1 roku";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"2 lata";"2018";1544;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"2 lata";"2019";1059;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"2 lata";"2020";1398;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"2 lata";"2021";1906;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"2 lata";"2022";2063;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"2 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"3 lata";"2018";2807;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"3 lata";"2019";1656;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"3 lata";"2020";1178;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"3 lata";"2021";1512;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"3 lata";"2022";1943;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"3 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"4-5 lat";"2018";2190;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"4-5 lat";"2019";4253;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"4-5 lat";"2020";4794;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"4-5 lat";"2021";3198;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"4-5 lat";"2022";2964;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"4-5 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"6-7 lat";"2018";2354;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"6-7 lat";"2019";2343;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"6-7 lat";"2020";2727;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"6-7 lat";"2021";4663;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"6-7 lat";"2022";5183;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"6-7 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"8-9 lat";"2018";3041;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"8-9 lat";"2019";2844;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"8-9 lat";"2020";2886;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"8-9 lat";"2021";2861;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"8-9 lat";"2022";3129;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"8-9 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"10-11 lat";"2018";4909;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"10-11 lat";"2019";4460;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"10-11 lat";"2020";3602;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"10-11 lat";"2021";3283;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"10-11 lat";"2022";3353;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"10-11 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"12-15 lat";"2018";9600;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"12-15 lat";"2019";10644;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"12-15 lat";"2020";11331;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"12-15 lat";"2021";11190;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"12-15 lat";"2022";10295;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"12-15 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"16-20 lat";"2018";11875;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"16-20 lat";"2019";12489;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"16-20 lat";"2020";13105;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"16-20 lat";"2021";13816;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"16-20 lat";"2022";14928;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"16-20 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"21-25 lat";"2018";8079;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"21-25 lat";"2019";9758;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"21-25 lat";"2020";11455;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"21-25 lat";"2021";13200;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"21-25 lat";"2022";14392;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"21-25 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"26-30 lat";"2018";9387;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"26-30 lat";"2019";8634;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"26-30 lat";"2020";7365;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"26-30 lat";"2021";7246;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"26-30 lat";"2022";8009;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"26-30 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motocykle";"31 lat i starsze";"2018";33708;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"31 lat i starsze";"2019";36361;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"31 lat i starsze";"2020";39688;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"31 lat i starsze";"2021";41883;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"31 lat i starsze";"2022";43789;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motocykle";"31 lat i starsze";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"ogółem";"2018";79696;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"ogółem";"2019";81461;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"ogółem";"2020";83125;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"ogółem";"2021";84611;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"ogółem";"2022";86258;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"ogółem";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"do 1 roku";"2018";2646;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"do 1 roku";"2019";1541;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"do 1 roku";"2020";1605;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"do 1 roku";"2021";1323;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"do 1 roku";"2022";892;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"do 1 roku";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"2 lata";"2018";1554;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"2 lata";"2019";2291;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"2 lata";"2020";990;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"2 lata";"2021";1117;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"2 lata";"2022";1201;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"2 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"3 lata";"2018";1444;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"3 lata";"2019";1572;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"3 lata";"2020";2301;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"3 lata";"2021";1044;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"3 lata";"2022";1202;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"3 lata";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"4-5 lat";"2018";5808;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"4-5 lat";"2019";4256;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"4-5 lat";"2020";3076;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"4-5 lat";"2021";3918;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"4-5 lat";"2022";3419;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"4-5 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"6-7 lat";"2018";7332;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"6-7 lat";"2019";6788;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"6-7 lat";"2020";5873;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"6-7 lat";"2021";4302;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"6-7 lat";"2022";3180;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"6-7 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"8-9 lat";"2018";7456;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"8-9 lat";"2019";6774;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"8-9 lat";"2020";7411;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"8-9 lat";"2021";6859;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"8-9 lat";"2022";5934;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"8-9 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"10-11 lat";"2018";20143;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"10-11 lat";"2019";15413;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"10-11 lat";"2020";7507;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"10-11 lat";"2021";6818;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"10-11 lat";"2022";7508;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"10-11 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"12-15 lat";"2018";8043;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"12-15 lat";"2019";16056;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"12-15 lat";"2020";25678;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"12-15 lat";"2021";27823;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"12-15 lat";"2022";27653;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"12-15 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"16-20 lat";"2018";4080;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"16-20 lat";"2019";4463;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"16-20 lat";"2020";5045;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"16-20 lat";"2021";6546;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"16-20 lat";"2022";9097;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"16-20 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"21-25 lat";"2018";3458;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"21-25 lat";"2019";3868;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"21-25 lat";"2020";4268;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"21-25 lat";"2021";4355;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"21-25 lat";"2022";4376;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"21-25 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"26-30 lat";"2018";6615;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"26-30 lat";"2019";4742;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"26-30 lat";"2020";2867;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"26-30 lat";"2021";2628;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"26-30 lat";"2022";3116;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"26-30 lat";"2023";;"szt.";"n";
0200000;"DOLNOŚLĄSKIE";"motorowery";"31 lat i starsze";"2018";11117;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"31 lat i starsze";"2019";13697;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"31 lat i starsze";"2020";16504;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"31 lat i starsze";"2021";17878;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"31 lat i starsze";"2022";18680;"szt.";"";
0200000;"DOLNOŚLĄSKIE";"motorowery";"31 lat i starsze";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"ogółem";"2018";1243305;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"ogółem";"2019";1292249;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"ogółem";"2020";1332490;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"ogółem";"2021";1372935;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"ogółem";"2022";1400075;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"ogółem";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"do 1 roku";"2018";30460;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"do 1 roku";"2019";31514;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"do 1 roku";"2020";28914;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"do 1 roku";"2021";26050;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"do 1 roku";"2022";26457;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"do 1 roku";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"2 lata";"2018";15995;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"2 lata";"2019";18957;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"2 lata";"2020";18811;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"2 lata";"2021";19430;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"2 lata";"2022";14414;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"2 lata";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"3 lata";"2018";15640;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"3 lata";"2019";17844;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"3 lata";"2020";20743;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"3 lata";"2021";20381;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"3 lata";"2022";20367;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"3 lata";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"4-5 lat";"2018";31445;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"4-5 lat";"2019";36352;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"4-5 lat";"2020";40367;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"4-5 lat";"2021";45703;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"4-5 lat";"2022";46603;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"4-5 lat";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"6-7 lat";"2018";39887;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"6-7 lat";"2019";37955;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"6-7 lat";"2020";39763;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"6-7 lat";"2021";44874;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"6-7 lat";"2022";47724;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"6-7 lat";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"8-9 lat";"2018";48824;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"8-9 lat";"2019";50805;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"8-9 lat";"2020";50702;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"8-9 lat";"2021";47076;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"8-9 lat";"2022";47420;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"8-9 lat";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"10-11 lat";"2018";79802;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"10-11 lat";"2019";71139;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"10-11 lat";"2020";62349;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"10-11 lat";"2021";63392;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"10-11 lat";"2022";61382;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"10-11 lat";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"12-15 lat";"2018";196846;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"12-15 lat";"2019";202512;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"12-15 lat";"2020";200833;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"12-15 lat";"2021";193084;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"12-15 lat";"2022";180086;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"12-15 lat";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"16-20 lat";"2018";264407;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"16-20 lat";"2019";264301;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"16-20 lat";"2020";261418;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"16-20 lat";"2021";266621;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"16-20 lat";"2022";276062;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"16-20 lat";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"21-25 lat";"2018";191164;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"21-25 lat";"2019";204680;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"21-25 lat";"2020";222070;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"21-25 lat";"2021";229666;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"21-25 lat";"2022";225318;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"21-25 lat";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"26-30 lat";"2018";123787;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"26-30 lat";"2019";135021;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"26-30 lat";"2020";147164;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"26-30 lat";"2021";151967;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"26-30 lat";"2022";156984;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"26-30 lat";"2023";;"szt.";"n";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"31 lat i starsze";"2018";205048;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"31 lat i starsze";"2019";221169;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"31 lat i starsze";"2020";239356;"szt.";"";
0400000;"KUJAWSKO-POMORSKIE";"samochody osobowe";"31 lat i starsze";"2021";264691;"szt.";"";
