"Kod";"Nazwa";"Pojazdy";"Rodzaje paliwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";44;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";43;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";39;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";38;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";36;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2018";2412;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2019";2708;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2020";2758;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2021";2843;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2022";2895;"szt.";"";
1200000;"MAŁOPOLSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"samochody osobowe";"benzyna";"2018";1896134;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"benzyna";"2019";1983880;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"benzyna";"2020";2040126;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"benzyna";"2021";2100126;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"benzyna";"2022";2157075;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"samochody osobowe";"olej napędowy";"2018";1099624;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"olej napędowy";"2019";1138350;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"olej napędowy";"2020";1169519;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"olej napędowy";"2021";1191705;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"olej napędowy";"2022";1206084;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"samochody osobowe";"gaz (LPG)";"2018";612724;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"gaz (LPG)";"2019";621414;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"gaz (LPG)";"2020";634062;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"gaz (LPG)";"2021";642481;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"gaz (LPG)";"2022";651020;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"samochody osobowe";"pozostałe";"2018";54970;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"pozostałe";"2019";88568;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"pozostałe";"2020";114014;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"pozostałe";"2021";158123;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"pozostałe";"2022";210782;"szt.";"";
1400000;"MAZOWIECKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"benzyna";"2018";106733;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"benzyna";"2019";105925;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"benzyna";"2020";104923;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"benzyna";"2021";104548;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"benzyna";"2022";104327;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"olej napędowy";"2018";398259;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"olej napędowy";"2019";412221;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"olej napędowy";"2020";427383;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"olej napędowy";"2021";446226;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"olej napędowy";"2022";460326;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"gaz (LPG)";"2018";52528;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"gaz (LPG)";"2019";52453;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"gaz (LPG)";"2020";51958;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"gaz (LPG)";"2021";50967;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"gaz (LPG)";"2022";50434;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"pozostałe";"2018";22127;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"pozostałe";"2019";25375;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"pozostałe";"2020";25769;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"pozostałe";"2021";27029;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"pozostałe";"2022";28897;"szt.";"";
1400000;"MAZOWIECKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"autobusy";"benzyna";"2018";534;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"benzyna";"2019";533;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"benzyna";"2020";533;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"benzyna";"2021";535;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"benzyna";"2022";531;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"autobusy";"olej napędowy";"2018";16439;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"olej napędowy";"2019";17086;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"olej napędowy";"2020";17555;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"olej napędowy";"2021";17932;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"olej napędowy";"2022";18281;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"autobusy";"gaz (LPG)";"2018";589;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"gaz (LPG)";"2019";585;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"gaz (LPG)";"2020";585;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"gaz (LPG)";"2021";585;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"gaz (LPG)";"2022";587;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"autobusy";"pozostałe";"2018";1456;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"pozostałe";"2019";1716;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"pozostałe";"2020";1908;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"pozostałe";"2021";2068;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"pozostałe";"2022";2224;"szt.";"";
1400000;"MAZOWIECKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"benzyna";"2018";356;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"benzyna";"2019";355;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"benzyna";"2020";361;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"benzyna";"2021";365;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"benzyna";"2022";371;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"olej napędowy";"2018";99026;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"olej napędowy";"2019";105858;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"olej napędowy";"2020";110033;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"olej napędowy";"2021";119585;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"olej napędowy";"2022";128678;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";1178;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";1171;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";1148;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";1141;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";1135;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"pozostałe";"2018";3838;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"pozostałe";"2019";4596;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"pozostałe";"2020";5237;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"pozostałe";"2021";6098;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"pozostałe";"2022";6326;"szt.";"";
1400000;"MAZOWIECKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"samochody osobowe";"benzyna";"2018";376994;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"benzyna";"2019";385236;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"benzyna";"2020";392152;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"benzyna";"2021";399109;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"benzyna";"2022";403900;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"samochody osobowe";"olej napędowy";"2018";192921;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"olej napędowy";"2019";202992;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"olej napędowy";"2020";211872;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"olej napędowy";"2021";219185;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"olej napędowy";"2022";223744;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"samochody osobowe";"gaz (LPG)";"2018";63346;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"gaz (LPG)";"2019";64439;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"gaz (LPG)";"2020";65764;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"gaz (LPG)";"2021";65838;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"gaz (LPG)";"2022";66263;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"samochody osobowe";"pozostałe";"2018";6903;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"pozostałe";"2019";9835;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"pozostałe";"2020";11078;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"pozostałe";"2021";13392;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"pozostałe";"2022";16339;"szt.";"";
1600000;"OPOLSKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"samochody ciężarowe";"benzyna";"2018";17481;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"benzyna";"2019";17411;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"benzyna";"2020";17321;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"benzyna";"2021";17270;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"benzyna";"2022";17249;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"samochody ciężarowe";"olej napędowy";"2018";47415;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"olej napędowy";"2019";49557;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"olej napędowy";"2020";51929;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"olej napędowy";"2021";54425;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"olej napędowy";"2022";56377;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2018";2864;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2019";2832;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2020";2830;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2021";2793;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2022";2781;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"samochody ciężarowe";"pozostałe";"2018";9303;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"pozostałe";"2019";9662;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"pozostałe";"2020";9720;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"pozostałe";"2021";9806;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"pozostałe";"2022";9964;"szt.";"";
1600000;"OPOLSKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"autobusy";"benzyna";"2018";203;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"benzyna";"2019";203;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"benzyna";"2020";202;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"benzyna";"2021";202;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"benzyna";"2022";202;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"autobusy";"olej napędowy";"2018";2055;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"olej napędowy";"2019";2101;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"olej napędowy";"2020";2123;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"olej napędowy";"2021";2150;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"olej napędowy";"2022";2238;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"autobusy";"gaz (LPG)";"2018";4;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"gaz (LPG)";"2019";4;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"gaz (LPG)";"2020";4;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"gaz (LPG)";"2021";4;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"gaz (LPG)";"2022";4;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"autobusy";"pozostałe";"2018";650;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"pozostałe";"2019";655;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"pozostałe";"2020";658;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"pozostałe";"2021";661;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"pozostałe";"2022";666;"szt.";"";
1600000;"OPOLSKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"ciągniki siodłowe";"benzyna";"2018";42;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"benzyna";"2019";39;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"benzyna";"2020";39;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"benzyna";"2021";41;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"benzyna";"2022";42;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2018";7999;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2019";8439;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2020";9005;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2021";9659;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2022";10164;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";15;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";15;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";13;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";13;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";13;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
1600000;"OPOLSKIE";"ciągniki siodłowe";"pozostałe";"2018";1306;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"pozostałe";"2019";1373;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"pozostałe";"2020";1383;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"pozostałe";"2021";1427;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"pozostałe";"2022";1423;"szt.";"";
1600000;"OPOLSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"benzyna";"2018";524741;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"benzyna";"2019";541769;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"benzyna";"2020";556134;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"benzyna";"2021";572457;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"benzyna";"2022";581840;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"olej napędowy";"2018";409450;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"olej napędowy";"2019";420895;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"olej napędowy";"2020";436852;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"olej napędowy";"2021";449222;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"olej napędowy";"2022";456240;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"gaz (LPG)";"2018";182747;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"gaz (LPG)";"2019";186961;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"gaz (LPG)";"2020";192469;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"gaz (LPG)";"2021";195016;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"gaz (LPG)";"2022";198575;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody osobowe";"pozostałe";"2018";64938;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"pozostałe";"2019";69659;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"pozostałe";"2020";71813;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"pozostałe";"2021";75816;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"pozostałe";"2022";80649;"szt.";"";
1800000;"PODKARPACKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"benzyna";"2018";21956;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"benzyna";"2019";21708;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"benzyna";"2020";21328;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"benzyna";"2021";21108;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"benzyna";"2022";20944;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"olej napędowy";"2018";108763;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"olej napędowy";"2019";114029;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"olej napędowy";"2020";119912;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"olej napędowy";"2021";125648;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"olej napędowy";"2022";129448;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"gaz (LPG)";"2018";7714;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"gaz (LPG)";"2019";7553;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"gaz (LPG)";"2020";7522;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"gaz (LPG)";"2021";7384;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"gaz (LPG)";"2022";7249;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"samochody ciężarowe";"pozostałe";"2018";21162;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"pozostałe";"2019";21866;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"pozostałe";"2020";21903;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"pozostałe";"2021";21975;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"pozostałe";"2022";22176;"szt.";"";
1800000;"PODKARPACKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"autobusy";"benzyna";"2018";78;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"benzyna";"2019";77;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"benzyna";"2020";76;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"benzyna";"2021";75;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"benzyna";"2022";75;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"autobusy";"olej napędowy";"2018";4624;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"olej napędowy";"2019";4729;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"olej napędowy";"2020";4678;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"olej napędowy";"2021";4634;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"olej napędowy";"2022";4750;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"autobusy";"gaz (LPG)";"2018";11;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"gaz (LPG)";"2019";10;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"gaz (LPG)";"2020";9;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"gaz (LPG)";"2021";9;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"gaz (LPG)";"2022";9;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"autobusy";"pozostałe";"2018";1145;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"pozostałe";"2019";1176;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"pozostałe";"2020";1221;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"pozostałe";"2021";1262;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"pozostałe";"2022";1277;"szt.";"";
1800000;"PODKARPACKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"benzyna";"2018";48;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"benzyna";"2019";47;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"benzyna";"2020";51;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"benzyna";"2021";53;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"benzyna";"2022";53;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"olej napędowy";"2018";13867;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"olej napędowy";"2019";15037;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"olej napędowy";"2020";16093;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"olej napędowy";"2021";17556;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"olej napędowy";"2022";18621;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";29;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";29;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";27;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";30;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";29;"szt.";"";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
1800000;"PODKARPACKIE";"ciągniki siodłowe";"pozostałe";"2018";1477;"szt.";"";
