"Kod";"Nazwa";"Pojazdy";"Rodzaje paliwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"olej napędowy";"2021";263611;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"olej napędowy";"2022";268431;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"gaz (LPG)";"2018";110106;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"gaz (LPG)";"2019";111366;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"gaz (LPG)";"2020";112656;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"gaz (LPG)";"2021";112762;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"gaz (LPG)";"2022";112925;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"pozostałe";"2018";16081;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"pozostałe";"2019";21278;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"pozostałe";"2020";22658;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"pozostałe";"2021";26144;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"pozostałe";"2022";30638;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"benzyna";"2018";27073;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"benzyna";"2019";26888;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"benzyna";"2020";26672;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"benzyna";"2021";26552;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"benzyna";"2022";26449;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"olej napędowy";"2018";77097;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"olej napędowy";"2019";80330;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"olej napędowy";"2020";83730;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"olej napędowy";"2021";87509;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"olej napędowy";"2022";89629;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"gaz (LPG)";"2018";5962;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"gaz (LPG)";"2019";5867;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"gaz (LPG)";"2020";5842;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"gaz (LPG)";"2021";5734;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"gaz (LPG)";"2022";5600;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"pozostałe";"2018";17958;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"pozostałe";"2019";18715;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"pozostałe";"2020";18768;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"pozostałe";"2021";18939;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"pozostałe";"2022";19254;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"benzyna";"2018";186;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"benzyna";"2019";186;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"benzyna";"2020";185;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"benzyna";"2021";185;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"benzyna";"2022";186;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"olej napędowy";"2018";3602;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"olej napędowy";"2019";3714;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"olej napędowy";"2020";3793;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"olej napędowy";"2021";3848;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"olej napędowy";"2022";3996;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"gaz (LPG)";"2018";12;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"gaz (LPG)";"2019";12;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"gaz (LPG)";"2020";12;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"gaz (LPG)";"2021";12;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"gaz (LPG)";"2022";10;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"pozostałe";"2018";1144;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"pozostałe";"2019";1161;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"pozostałe";"2020";1163;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"pozostałe";"2021";1169;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"pozostałe";"2022";1230;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"benzyna";"2018";38;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"benzyna";"2019";38;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"benzyna";"2020";40;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"benzyna";"2021";39;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"benzyna";"2022";38;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"olej napędowy";"2018";11718;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"olej napędowy";"2019";12526;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"olej napędowy";"2020";13350;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"olej napędowy";"2021";14377;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"olej napędowy";"2022";14844;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";25;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";27;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";26;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";27;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";27;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"pozostałe";"2018";1987;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"pozostałe";"2019";2103;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"pozostałe";"2020";2173;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"pozostałe";"2021";2223;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"pozostałe";"2022";2270;"szt.";"";
2600000;"ŚWIĘTOKRZYSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"benzyna";"2018";403151;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"benzyna";"2019";415813;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"benzyna";"2020";427352;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"benzyna";"2021";438919;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"benzyna";"2022";445649;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"olej napędowy";"2018";251840;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"olej napędowy";"2019";264611;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"olej napędowy";"2020";275809;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"olej napędowy";"2021";285929;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"olej napędowy";"2022";290998;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"gaz (LPG)";"2018";112674;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"gaz (LPG)";"2019";115080;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"gaz (LPG)";"2020";117552;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"gaz (LPG)";"2021";119566;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"gaz (LPG)";"2022";121295;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"pozostałe";"2018";12843;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"pozostałe";"2019";18032;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"pozostałe";"2020";19495;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"pozostałe";"2021";22809;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"pozostałe";"2022";26810;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"benzyna";"2018";21532;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"benzyna";"2019";21430;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"benzyna";"2020";21319;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"benzyna";"2021";21225;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"benzyna";"2022";21093;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"olej napędowy";"2018";68226;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"olej napędowy";"2019";71126;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"olej napędowy";"2020";74483;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"olej napędowy";"2021";77780;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"olej napędowy";"2022";80426;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"gaz (LPG)";"2018";5074;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"gaz (LPG)";"2019";5093;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"gaz (LPG)";"2020";5085;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"gaz (LPG)";"2021";5048;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"gaz (LPG)";"2022";5009;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"pozostałe";"2018";9014;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"pozostałe";"2019";9648;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"pozostałe";"2020";9743;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"pozostałe";"2021";9854;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"pozostałe";"2022";10046;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"benzyna";"2018";138;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"benzyna";"2019";138;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"benzyna";"2020";140;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"benzyna";"2021";139;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"benzyna";"2022";139;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"olej napędowy";"2018";3695;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"olej napędowy";"2019";3772;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"olej napędowy";"2020";3822;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"olej napędowy";"2021";3941;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"olej napędowy";"2022";3878;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"gaz (LPG)";"2018";17;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"gaz (LPG)";"2019";17;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"gaz (LPG)";"2020";18;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"gaz (LPG)";"2021";18;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"gaz (LPG)";"2022";18;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"pozostałe";"2018";580;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"pozostałe";"2019";598;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"pozostałe";"2020";609;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"pozostałe";"2021";622;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"pozostałe";"2022";629;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"benzyna";"2018";52;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"benzyna";"2019";50;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"benzyna";"2020";49;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"benzyna";"2021";49;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"benzyna";"2022";49;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"benzyna";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"olej napędowy";"2018";8871;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"olej napędowy";"2019";9295;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"olej napędowy";"2020";10005;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"olej napędowy";"2021";11045;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"olej napędowy";"2022";12426;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"olej napędowy";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"gaz (LPG)";"2018";23;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"gaz (LPG)";"2019";22;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"gaz (LPG)";"2020";25;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"gaz (LPG)";"2021";26;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"gaz (LPG)";"2022";27;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"gaz (LPG)";"2023";;"szt.";"n";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"pozostałe";"2018";1074;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"pozostałe";"2019";1126;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"pozostałe";"2020";1157;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"pozostałe";"2021";1203;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"pozostałe";"2022";1223;"szt.";"";
2800000;"WARMIŃSKO-MAZURSKIE";"ciągniki siodłowe";"pozostałe";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"benzyna";"2018";1315842;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"benzyna";"2019";1355091;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"benzyna";"2020";1386263;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"benzyna";"2021";1416556;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"benzyna";"2022";1440677;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"benzyna";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"olej napędowy";"2018";766103;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"olej napędowy";"2019";804467;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"olej napędowy";"2020";836318;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"olej napędowy";"2021";862849;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"olej napędowy";"2022";880703;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"olej napędowy";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2018";243864;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2019";245112;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2020";248010;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2021";247386;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2022";249027;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"gaz (LPG)";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"pozostałe";"2018";19450;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"pozostałe";"2019";28039;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"pozostałe";"2020";35586;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"pozostałe";"2021";48292;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"pozostałe";"2022";61158;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody osobowe";"pozostałe";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"benzyna";"2018";63042;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"benzyna";"2019";62479;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"benzyna";"2020";61861;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"benzyna";"2021";61506;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"benzyna";"2022";61261;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"benzyna";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2018";240394;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2019";249888;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2020";260866;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2021";272564;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2022";281372;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"olej napędowy";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2018";11956;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2019";11761;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2020";11730;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2021";11543;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2022";11471;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"gaz (LPG)";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"pozostałe";"2018";31176;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"pozostałe";"2019";32880;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"pozostałe";"2020";33406;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"pozostałe";"2021";33908;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"pozostałe";"2022";34377;"szt.";"";
3000000;"WIELKOPOLSKIE";"samochody ciężarowe";"pozostałe";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"autobusy";"benzyna";"2018";417;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"benzyna";"2019";418;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"benzyna";"2020";418;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"benzyna";"2021";416;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"benzyna";"2022";416;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"benzyna";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"autobusy";"olej napędowy";"2018";6878;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"olej napędowy";"2019";7063;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"olej napędowy";"2020";7190;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"olej napędowy";"2021";7304;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"olej napędowy";"2022";7421;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"olej napędowy";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"autobusy";"gaz (LPG)";"2018";5;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"gaz (LPG)";"2019";4;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"gaz (LPG)";"2020";5;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"gaz (LPG)";"2021";6;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"gaz (LPG)";"2022";5;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"gaz (LPG)";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"autobusy";"pozostałe";"2018";1536;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"pozostałe";"2019";1593;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"pozostałe";"2020";1636;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"pozostałe";"2021";1684;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"pozostałe";"2022";1715;"szt.";"";
3000000;"WIELKOPOLSKIE";"autobusy";"pozostałe";"2023";;"szt.";"n";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"benzyna";"2018";124;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"benzyna";"2019";125;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"benzyna";"2020";126;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"benzyna";"2021";129;"szt.";"";
3000000;"WIELKOPOLSKIE";"ciągniki siodłowe";"benzyna";"2022";130;"szt.";"";
