Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Max;L. dni > 120 (S8max);26 maks (S8max);Per. S93.2 (S8max);AOT40 V-VII;SOMO35;Liczba pomiarów;Kompl. lato;Kompl. zima;Liczba kompletnych mies. letnich (IV-IX);Kompletno??;Liczba Lato/Zima
(-);(-);(-);(-);(-);(-);(-);[µg/m3];[µg/m3];[µg/m3];(-);[µg/m3];[µg/m3];[µg/m3]*h;[µg/m3]*d;(-);[%];[%];(-);[%];(-)
2009;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocBartni;O3;1g;46,4;1,0;152,0;10;111,4;112,0;9 770;4 179;8 534;99,0;96,0;6;97,4;1,0
2009;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;O3;1g;39,9;1,0;158,0;6;103,8;104,5;6 146;3 089;8 344;100,0;91,0;6;95,3;1,1
2009;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;O3;1g;44,5;1,0;140,0;4;105,6;106,0;8 061;3 215;8 362;95,0;96,0;5;95,5;1,0
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;70,0;2,0;149,0;22;118,9;119,0;11 134;5 870;8 410;95,0;97,0;4;96,0;1,0
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;O3;1g;43,1;1,0;144,0;6;108,8;109,6;7 979;3 636;8 602;98,0;99,0;6;98,2;1,0
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSnie04;O3;1g;84,6;4,0;156,0;65;133,4;135,3;20 797;10 092;7 750;99,0;78,0;6;88,5;1,3
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;77,0;0,0;144,0;30;121,3;121,4;11 207;7 551;8 615;100,0;97,0;6;98,3;1,0
2009;dolno?l?skie;PL0204;strefa dolno?l?ska;DsTrzebMob;O3;1g;47,7;1,0;149,0;5;101,0;104,0;6 351;3 282;6 485;76,0;73,0;2;74,0;1,1
2009;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;O3;1g;33,0;0,0;128,4;0;84,0;84,3;2 147;1 059;8 139;91,0;95,0;3;92,9;1,0
2009;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;O3;1g;39,0;0,6;137,1;5;93,7;97,0;4 964;2 370;6 928;65,0;93,0;2;79,1;0,7
2009;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruKaszow;O3;1g;19,3;0,0;65,9;0;35,7;41,1;;0;2 336;4,0;49,0;0;26,7;0,1
2009;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOpsis;O3;1g;45,7;0,1;119,9;0;77,3;84,2;2 011;1 218;3 518;32,0;49,0;1;40,2;0,7
2009;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;O3;1g;44,1;3,0;135,4;3;92,4;93,2;5 299;2 030;7 430;71,0;99,0;3;84,8;0,7
2009;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFGolub;O3;1g;30,9;0,1;107,7;0;45,8;93,2;2 719;1 304;1 647;17,0;21,0;0;18,8;0,8
2009;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFRadziejowRPGK;O3;1g;41,0;0,2;112,4;0;67,3;96,2;4 207;2 186;1 486;18,0;16,0;1;17,0;1,2
2009;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpSepolno;O3;1g;40,5;6,9;133,8;2;48,2;100,3;8 693;2 466;1 255;10,0;19,0;0;14,3;0,6
2009;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;O3;1g;44,6;0,0;144,8;6;92,9;104,2;5 375;3 009;5 276;72,0;48,0;1;60,2;1,5
2009;lubelskie;PL0601;Aglomeracja Lubelska;LbLublin_Krasn;O3;1g;41,8;0,1;167,3;7;104,5;104,6;7 041;3 070;8 444;94,0;99,0;4;96,4;1,0
2009;lubelskie;PL0602;strefa lubelska;LbBiaSlupRPN;O3;1g;40,2;0,5;138,0;2;93,2;93,3;3 130;1 892;8 505;97,0;98,0;4;97,1;1,0
2009;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;52,5;2,0;152,0;5;106,6;107,0;7 343;3 925;8 440;97,0;95,0;5;96,3;1,0
2009;lubelskie;PL0602;strefa lubelska;LbWilczopole;O3;1g;45,8;0,1;149,8;3;104,0;104,5;7 074;3 378;8 455;97,0;96,0;5;96,5;1,0
2009;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;O3;1g;40,1;0,0;130,0;2;94,9;94,9;2 716;1 897;8 370;96,0;95,0;6;95,5;1,0
2009;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;O3;1g;48,7;0,0;142,0;7;106,3;106,3;5 053;3 235;8 366;95,0;96,0;6;95,5;1,0
2009;lubuskie;PL0803;strefa lubuska;LuSmolBytnic;O3;1g;39,6;0,0;141,0;2;101,7;102,3;3 471;2 291;7 867;84,0;95,0;3;89,8;0,9
2009;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;O3;1g;50,7;0,9;151,8;11;112,2;112,2;10 954;4 317;8 732;100,0;100,0;6;99,7;1,0
2009;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzWIOSARubinst;O3;1g;42,1;0,1;149,6;4;104,1;104,1;7 347;3 167;8 730;100,0;99,0;6;99,7;1,0
2009;?ódzkie;PL1001;Aglomeracja ?ódzka;LdPabiKonsta;O3;1g;45,7;1,0;151,0;10;109,4;112,6;9 749;4 333;7 441;98,0;72,0;5;84,9;1,4
2009;?ódzkie;PL1001;Aglomeracja ?ódzka;LdZgieMielcz;O3;1g;48,4;0,7;154,1;11;112,9;113,4;10 040;4 498;7 902;100,0;81,0;6;90,2;1,2
2009;?ódzkie;PL1002;strefa ?ódzka;LdGajewUjWod;O3;1g;47,0;0,2;154,9;12;110,9;111,4;9 761;4 019;8 601;97,0;100,0;5;98,2;1,0
2009;?ódzkie;PL1002;strefa ?ódzka;LdParzniUjWo;O3;1g;52,8;1,2;168,4;17;115,0;117,0;13 236;4 965;8 032;88,0;95,0;4;91,7;0,9
2009;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;O3;1g;31,1;1,0;145,0;1;96,4;96,9;4 925;1 995;8 621;98,0;99,0;6;98,4;1,0
2009;ma?opolskie;PL1203;strefa ma?opolska;MpSzarowWIOS1908;O3;1g;47,2;2,0;156,0;10;112,3;113,3;11 880;4 362;8 355;98,0;93,0;6;95,4;1,1
2009;ma?opolskie;PL1203;strefa ma?opolska;MpSzymbaGorl;O3;1g;54,1;1,0;138,0;14;110,8;113,5;12 162;4 858;8 023;90,0;93,0;3;91,6;1,0
2009;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;40,9;0,0;153,3;6;92,5;99,3;5 259;2 569;6 210;95,0;46,0;5;70,9;2,1
2009;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;41,4;2,0;160,0;6;100,3;102,4;6 728;2 923;8 322;100,0;90,0;6;95,0;1,1
2009;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;O3;1g;43,5;0,1;172,8;12;105,8;106,9;9 475;3 518;8 642;98,0;99,0;6;98,7;1,0
2009;mazowieckie;PL1402;miasto P?ock;MzPlockPKN2;O3;1g;43,0;1,5;122,8;0;58,6;87,4;;1 179;1 328;0,0;30,0;0;15,2;0,0
2009;mazowieckie;PL1403;miasto Radom;MzRadTochter;O3;1g;42,4;0,1;150,3;7;102,7;102,7;8 613;3 073;8 545;97,0;98,0;5;97,5;1,0
2009;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;52,2;0,0;164,5;20;116,0;118,0;13 259;4 754;8 693;99,0;99,0;6;99,2;1,0
2009;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;O3;1g;46,0;0,1;169,3;12;113,2;114,4;11 495;4 211;8 590;97,0;99,0;5;98,1;1,0
2009;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;O3;1g;43,9;0,2;155,6;11;109,3;110,0;9 717;3 774;8 640;98,0;99,0;6;98,6;1,0
2009;mazowieckie;PL1404;strefa mazowiecka;MzTluszczJKiel;O3;1g;47,4;0,2;156,7;9;103,6;104,0;7 182;3 175;8 497;100,0;94,0;6;97,0;1,1
2009;opolskie;PL1602;strefa opolska;OpKKozBSmial;O3;1g;39,5;0,0;161,0;8;108,1;110,3;9 146;3 492;7 877;89,0;91,0;5;89,9;1,0
2009;podkarpackie;PL1802;strefa podkarpacka;PkJasloWIOSFlor;O3;1g;46,6;0,4;134,2;5;107,2;107,4;10 679;3 707;8 631;98,0;99,0;6;98,5;1,0
2009;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialPulPie;O3;1g;51,3;0,0;157,0;14;111,6;113,4;10 992;4 874;6 540;99,0;50,0;6;74,7;2,0
2009;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;O3;1g;43,3;0,0;151,0;9;99,1;105,8;10 763;2 934;6 417;47,0;100,0;1;73,3;0,5
2009;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;O3;1g;40,9;0,2;142,9;2;94,5;95,7;3 600;2 052;8 464;93,0;100,0;5;96,6;0,9
2009;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;39,3;0,9;131,3;1;80,7;83,3;1 467;877;6 844;61,0;95,0;3;78,1;0,6
2009;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;47,1;0,2;136,1;3;92,7;93,3;2 499;1 841;8 636;99,0;99,0;6;98,6;1,0
2009;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;60,9;3,0;148,0;11;106,9;107,0;7 643;4 126;8 664;100,0;98,0;6;98,9;1,0
2009;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;O3;1g;47,1;1,0;152,0;4;102,8;105,1;4 784;2 853;7 283;70,0;96,0;3;83,1;0,7
2009;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;O3;1g;44,2;1,0;159,0;23;116,0;118,1;13 717;4 610;8 099;93,0;92,0;5;92,5;1,0
2009;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;40,0;1,0;159,0;14;112,3;112,4;11 621;3 730;8 290;94,0;95,0;5;94,6;1,0
2009;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlTychyTolst;O3;1g;41,3;1,0;146,0;12;111,4;112,0;10 770;4 004;8 230;95,0;93,0;6;93,9;1,0
2009;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;O3;1g;42,8;1,0;170,0;22;115,6;116,5;15 716;4 640;8 177;95,0;92,0;6;93,3;1,0
2009;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;O3;1g;47,5;1,0;174,0;21;119,5;119,6;15 233;5 050;8 224;94,0;94,0;5;93,9;1,0
2009;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;O3;1g;49,8;1,0;154,0;15;114,7;114,8;10 738;4 365;8 133;95,0;90,0;6;92,8;1,1
2009;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;O3;1g;43,1;1,0;149,0;10;111,0;111,1;11 182;4 061;8 286;94,0;95,0;5;94,6;1,0
2009;?l?skie;PL2405;strefa ?l?ska;SlUstroCies_sanat;O3;1g;55,7;4,0;180,0;31;124,6;131,1;15 751;5 821;7 617;85,0;89,0;3;87,0;1,0
2009;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;O3;1g;43,1;1,0;159,0;12;110,1;110,6;9 943;3 932;8 276;95,0;94,0;6;94,5;1,0
2009;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;O3;1g;54,7;2,0;171,0;22;120,0;120,0;15 059;5 439;8 200;92,0;96,0;4;93,6;1,0
2009;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;O3;1g;47,0;0,6;139,5;5;98,6;105,4;5 366;3 140;7 097;84,0;78,0;2;81,0;1,1
2009;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;O3;1g;50,4;0,0;144,1;6;99,4;106,9;4 417;3 174;6 774;83,0;72,0;2;77,3;1,2
2009;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;O3;1g;62,0;1,9;154,3;7;95,7;117,9;7 272;4 775;3 498;43,0;37,0;0;39,9;1,2
2009;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;O3;1g;43,9;0,2;142,0;4;83,2;101,1;2 148;2 090;4 956;33,0;80,0;0;56,6;0,4
2009;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;50,8;0,0;146,0;5;99,9;101,1;4 191;2 720;8 301;94,0;96,0;5;94,8;1,0
2009;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;O3;1g;38,3;0,0;152,1;6;100,6;100,6;4 645;2 497;8 621;98,0;98,0;6;98,4;1,0
2009;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;58,1;2,3;149,5;9;105,0;117,2;7 662;5 273;4 179;55,0;40,0;1;47,7;1,4
2009;wielkopolskie;PL3003;strefa wielkopolska;WpPiaskiKrzy;O3;1g;51,3;0,2;173,3;24;119,8;120,2;12 708;5 296;8 511;96,0;98,0;5;97,2;1,0
2009;wielkopolskie;PL3003;strefa wielkopolska;WpWKP003;O3;1g;45,5;0,1;148,1;9;109,6;110,3;7 294;3 381;8 441;95,0;98,0;5;96,4;1,0
2009;wielkopolskie;PL3003;strefa wielkopolska;WpWKP009;O3;1g;43,6;4,0;137,0;3;95,3;96,1;3 044;1 940;8 490;96,0;97,0;5;96,9;1,0
2009;wielkopolskie;PL3003;strefa wielkopolska;WpWKP010;O3;1g;43,9;1,0;148,0;5;92,6;92,6;2 304;1 828;8 557;99,0;96,0;6;97,7;1,0
2009;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;O3;1g;47,0;0,0;157,0;7;105,3;106,1;6 317;3 371;8 203;91,0;96,0;4;93,6;1,0
2009;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpGryfMarwiceDO;O3;1g;56,2;0,0;152,0;13;110,0;119,0;9 440;4 839;5 712;55,0;75,0;2;65,2;0,7
2009;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzcStorkowoDO;O3;1g;56,3;0,0;162,0;19;115,9;119,9;11 143;5 511;7 111;87,0;75,0;4;81,2;1,2
2009;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;O3;1g;56,9;1,0;158,0;29;123,4;125,0;8 820;5 740;8 275;97,0;92,0;6;94,5;1,1
2010;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocBartni;O3;1g;37,8;1,0;120,0;0;79,8;82,3;84;769;6 281;55,0;88,0;3;71,7;0,6
2010;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;O3;1g;43,6;1,0;163,0;9;105,5;105,8;9 699;2 920;8 066;100,0;84,0;6;92,1;1,2
2010;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;O3;1g;49,1;1,0;152,0;12;112,3;115,3;13 179;4 140;6 958;96,0;63,0;5;79,4;1,5
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;70,2;1,0;164,0;24;119,5;120,4;14 496;5 517;8 427;99,0;93,0;6;96,2;1,1
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;O3;1g;45,7;1,0;151,0;12;110,2;111,9;11 708;3 533;8 654;100,0;98,0;6;98,8;1,0
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKlodzSzkol;O3;1g;42,7;1,0;151,0;9;108,8;110,6;11 131;3 747;7 393;99,0;70,0;6;84,4;1,4
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsOsieczow21;O3;1g;45,9;1,0;154,0;4;105,6;106,5;9 424;3 069;8 183;100,0;87,0;6;93,4;1,2
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSnie04;O3;1g;80,4;1,0;156,0;37;125,8;127,5;19 452;8 320;8 030;98,0;85,0;6;91,7;1,2
2010;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;78,9;1,0;181,0;28;121,6;123,3;14 746;7 944;7 832;99,0;80,0;6;89,4;1,2
2010;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;O3;1g;42,2;0,5;118,2;0;76,0;83,0;942;901;4 050;43,0;49,0;1;46,2;0,9
2010;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;O3;1g;31,8;0,4;110,5;0;75,3;75,7;643;350;8 239;92,0;96,0;5;94,1;1,0
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;O3;1g;36,1;2,7;78,0;0;56,8;61,4;;4;3 598;9,0;73,0;0;41,1;0,1
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFAleksandrowK;O3;1g;27,9;0,0;79,3;0;38,7;57,9;0;0;1 222;15,0;13,0;0;13,9;1,2
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFRadzyn;O3;1g;39,7;1,3;92,5;0;56,6;74,9;0;280;1 365;26,0;5,0;1;15,6;5,7
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKruszwicamob;O3;1g;42,4;0,0;106,0;0;59,1;82,7;0;805;1 462;22,0;12,0;1;16,7;1,8
2010;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;O3;1g;57,2;2,2;185,6;27;124,8;126,1;13 660;5 181;7 888;89,0;91,0;3;90,0;1,0
2010;lubelskie;PL0601;Aglomeracja Lubelska;LbLublin_Krasn;O3;1g;48,1;1,1;118,2;0;81,4;93,7;2 857;2 058;3 045;21,0;48,0;1;34,8;0,5
2010;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;O3;1g;41,3;0,1;141,5;7;101,7;109,3;9 761;3 213;5 347;72,0;50,0;4;61,0;1,4
2010;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;O3;1g;36,9;0,4;175,3;1;81,5;81,7;1 790;732;8 624;97,0;100,0;5;98,4;1,0
2010;lubelskie;PL0602;strefa lubelska;LbBiaSlupRPN;O3;1g;38,8;1,1;123,2;0;80,7;83,4;2 442;920;6 080;65,0;74,0;2;69,4;0,9
2010;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;55,6;2,0;153,0;15;111,4;111,8;11 283;4 670;8 530;98,0;97,0;6;97,4;1,0
2010;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;O3;1g;44,3;0,0;158,0;4;101,6;101,9;7 673;2 346;8 300;96,0;94,0;6;94,7;1,0
2010;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;O3;1g;51,3;0,0;196,0;8;110,0;111,0;11 204;3 179;8 169;91,0;96,0;5;93,3;1,0
2010;lubuskie;PL0803;strefa lubuska;LuSmolBytnic;O3;1g;43,1;0,0;160,0;2;100,4;101,1;7 396;1 984;8 281;94,0;95,0;5;94,5;1,0
2010;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;O3;1g;52,2;0,5;179,1;16;115,2;115,2;12 535;3 883;8 743;100,0;100,0;6;99,8;1,0
2010;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzWIOSARubinst;O3;1g;47,4;2,6;177,5;14;111,2;111,2;13 088;3 423;8 748;100,0;100,0;6;99,9;1,0
2010;?ódzkie;PL1001;Aglomeracja ?ódzka;LdPabiKonsta;O3;1g;47,3;1,6;172,6;17;111,7;113,5;11 329;3 444;8 662;99,0;98,0;6;98,9;1,0
2010;?ódzkie;PL1002;strefa ?ódzka;LdGajewUjWod;O3;1g;51,0;0,2;180,0;15;110,3;110,3;11 602;3 908;8 688;99,0;99,0;6;99,2;1,0
2010;?ódzkie;PL1002;strefa ?ódzka;LdParzniUjWo;O3;1g;53,7;0,4;182,2;18;116,7;117,2;12 242;4 405;8 610;98,0;99,0;5;98,3;1,0
2010;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;O3;1g;44,3;0,1;174,9;13;108,3;108,5;10 139;2 988;8 609;98,0;99,0;6;98,3;1,0
2010;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;O3;1g;33,7;1,0;165,0;6;96,1;100,9;6 719;2 218;6 558;94,0;55,0;4;74,9;1,7
2010;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;O3;1g;22,8;2,0;66,0;0;35,7;53,6;;0;1 392;0,0;32,0;0;15,9;0,0
2010;ma?opolskie;PL1203;strefa ma?opolska;MpSzarowWIOS1908;O3;1g;45,9;1,0;148,0;3;101,4;102,5;4 464;2 531;8 149;96,0;90,0;5;93,0;1,1
2010;ma?opolskie;PL1203;strefa ma?opolska;MpSzymbaGorl;O3;1g;53,7;2,0;151,0;5;98,0;98,3;5 595;2 872;8 441;94,0;99,0;5;96,4;1,0
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;O3;1g;39,1;0,3;138,9;1;91,4;93,6;3 221;1 702;7 921;98,0;82,0;6;90,4;1,2
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;38,0;0,0;165,0;10;104,0;104,0;8 298;2 378;8 735;100,0;99,0;6;99,7;1,0
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;42,4;0,0;171,2;11;106,6;108,2;7 769;2 802;8 075;97,0;88,0;5;92,2;1,1
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarTolstoj;O3;1g;39,9;0,1;146,2;5;99,8;107,9;7 187;2 759;6 480;75,0;73,0;2;74,0;1,0
2010;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;O3;1g;47,1;0,9;164,5;15;110,1;110,4;10 485;3 537;8 229;96,0;91,0;5;93,9;1,1
2010;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;O3;1g;51,7;0,3;178,8;20;113,9;117,6;12 424;4 968;7 118;88,0;74,0;4;81,3;1,2
2010;mazowieckie;PL1403;miasto Radom;MzRadTochter;O3;1g;38,9;0,1;138,8;0;94,6;94,6;4 694;1 481;8 581;97,0;99,0;5;98,0;1,0
2010;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;51,8;0,1;167,5;10;111,5;111,5;9 683;3 787;8 713;100,0;99,0;6;99,5;1,0
2010;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;O3;1g;51,6;0,0;166,8;17;114,9;115,9;12 279;4 664;7 912;98,0;82,0;6;90,3;1,2
2010;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;O3;1g;47,4;0,2;165,5;13;109,1;109,2;10 017;3 455;8 519;99,0;95,0;6;97,2;1,1
2010;mazowieckie;PL1404;strefa mazowiecka;MzTluszczJKiel;O3;1g;49,6;0,1;147,3;8;104,7;106,4;7 771;3 120;8 577;99,0;97,0;6;97,9;1,0
2010;opolskie;PL1602;strefa opolska;OpKKozBSmial;O3;1g;45,1;0,0;178,0;12;105,4;109,4;11 555;3 292;7 617;95,0;79,0;4;87,0;1,2
2010;podkarpackie;PL1802;strefa podkarpacka;PkJasloWIOSFlor;O3;1g;46,8;0,2;147,8;7;98,8;108,2;8 221;3 314;6 061;68,0;70,0;3;69,2;1,0
2010;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialPulPie;O3;1g;54,8;0,0;141,0;8;106,1;107,3;7 865;3 712;8 098;97,0;88,0;5;92,4;1,1
2010;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;O3;1g;50,2;0,0;153,0;8;99,4;99,4;5 645;2 955;8 474;95,0;99,0;4;96,7;1,0
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;O3;1g;44,0;0,4;142,8;1;89,3;90,8;3 189;1 503;8 623;99,0;98,0;6;98,4;1,0
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;52,5;0,3;166,4;4;96,7;97,7;5 444;2 477;8 439;96,0;97,0;5;96,3;1,0
2010;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdySzaf09N;O3;1g;49,4;0,3;174,0;5;95,9;95,9;5 311;2 339;8 738;100,0;100,0;6;99,7;1,0
2010;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;61,5;2,0;140,0;2;98,5;98,5;5 395;3 348;8 751;100,0;100,0;6;99,9;1,0
2010;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;O3;1g;50,3;0,0;156,0;4;97,3;101,4;6 734;2 718;7 231;73,0;92,0;2;82,5;0,8
2010;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;O3;1g;41,1;1,0;194,0;18;114,1;115,4;11 666;3 359;8 265;95,0;93,0;6;94,3;1,0
2010;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;36,4;1,0;187,0;15;111,1;111,1;10 545;2 864;8 346;95,0;96,0;6;95,3;1,0
2010;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlTychyTolst;O3;1g;37,7;1,0;182,0;14;107,9;110,4;10 930;2 876;7 840;91,0;88,0;5;89,5;1,0
2010;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;O3;1g;38,0;0,0;218,0;13;109,1;109,9;11 068;2 893;8 227;94,0;94,0;5;93,9;1,0
2010;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;O3;1g;43,2;1,0;182,0;17;111,4;120,7;11 939;4 071;5 657;82,0;47,0;2;64,6;1,8
2010;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;O3;1g;50,0;1,0;175,0;14;111,9;112,8;11 336;3 906;7 466;95,0;76,0;5;85,2;1,3
2010;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;O3;1g;46,1;0,0;168,0;18;112,4;113,3;10 921;3 464;7 823;92,0;87,0;5;89,3;1,1
2010;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;O3;1g;42,2;1,0;185,0;16;109,9;111,4;12 298;3 269;8 306;95,0;94,0;6;94,8;1,0
2010;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;O3;1g;56,1;2,0;177,0;20;113,8;117,6;13 722;4 576;7 689;86,0;89,0;4;87,8;1,0
2010;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;O3;1g;44,8;0,0;164,3;12;113,3;113,8;10 749;3 555;8 671;99,0;99,0;6;99,0;1,0
2010;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;O3;1g;50,5;0,0;161,9;3;98,0;98,5;5 638;2 750;8 435;96,0;96,0;4;96,3;1,0
2010;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;O3;1g;50,9;0,0;136,0;1;72,1;90,3;7 753;1 862;2 647;28,0;33,0;0;30,2;0,8
