Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Max;L. dni > 120 (S8max);26 maks (S8max);Per. S93.2 (S8max);AOT40 V-VII;SOMO35;Liczba pomiarów;Kompl. lato;Kompl. zima;Liczba kompletnych mies. letnich (IV-IX);Kompletno??;Liczba Lato/Zima
(-);(-);(-);(-);(-);(-);(-);[µg/m3];[µg/m3];[µg/m3];(-);[µg/m3];[µg/m3];[µg/m3]*h;[µg/m3]*d;(-);[%];[%];(-);[%];(-)
2010;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;O3;1g;49,1;0,0;138,0;2;95,4;97,7;4 155;2 316;7 718;84,0;93,0;4;88,1;0,9
2010;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;62,2;0,0;154,4;13;112,9;113,0;10 212;5 326;7 947;91,0;91,0;4;90,7;1,0
2010;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;O3;1g;43,5;0,6;151,1;8;104,6;106,0;8 967;2 685;8 071;98,0;86,0;6;92,1;1,1
2010;wielkopolskie;PL3003;strefa wielkopolska;WpBoroDrapal;O3;1g;52,9;1,3;162,1;4;98,6;113,9;11 676;5 143;2 676;61,0;0,0;3;30,5;
2010;wielkopolskie;PL3003;strefa wielkopolska;WpPiaskiKrzy;O3;1g;58,4;0,3;187,7;32;126,0;126,6;19 451;6 342;8 402;94,0;98,0;4;95,9;1,0
2010;wielkopolskie;PL3003;strefa wielkopolska;WpWKP003;O3;1g;52,7;1,0;162,1;5;105,1;109,5;8 256;3 813;6 229;94,0;49,0;5;71,1;1,9
2010;wielkopolskie;PL3003;strefa wielkopolska;WpWKP009;O3;1g;61,0;5,0;152,0;2;92,3;113,9;;5 458;2 332;16,0;37,0;1;26,6;0,4
2010;wielkopolskie;PL3003;strefa wielkopolska;WpWKP010;O3;1g;58,7;6,0;142,0;1;87,5;99,1;;3 388;2 865;16,0;49,0;1;32,7;0,3
2010;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;O3;1g;51,4;0,0;173,0;15;109,4;110,4;11 563;3 688;8 454;98,0;95,0;6;96,5;1,0
2010;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpGryfMarwiceDO;O3;1g;57,1;0,0;195,0;19;112,5;115,5;17 030;4 562;7 379;85,0;83,0;1;84,2;1,0
2010;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzcStorkowoDO;O3;1g;53,8;0,0;169,0;12;112,0;114,3;11 592;4 462;7 279;90,0;76,0;2;83,1;1,2
2010;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;O3;1g;55,3;0,0;182,0;19;115,3;115,3;14 609;4 738;8 611;98,0;98,0;6;98,3;1,0
2011;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocBartni;O3;1g;39,2;1,0;138,0;3;94,5;105,6;13 702;2 459;5 565;61,0;87,0;1;63,5;0,5
2011;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;O3;1g;45,8;1,0;171,0;14;114,0;116,0;13 775;4 326;7 714;95,0;81,0;5;88,1;1,2
2011;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;O3;1g;51,3;1,0;151,0;21;116,4;117,6;16 670;4 775;8 549;97,0;98,0;5;97,6;1,0
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;74,4;6,0;154,0;36;124,1;124,6;17 736;6 955;8 543;96,0;99,0;5;97,5;1,0
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;O3;1g;49,1;1,0;149,0;18;115,5;119,8;13 806;5 117;6 573;92,0;70,0;4;75,0;1,6
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKlodzSzkol;O3;1g;41,0;1,0;149,0;9;109,2;109,6;11 002;3 647;8 654;99,0;99,0;6;98,8;1,0
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsOsieczow21;O3;1g;45,9;2,0;165,0;21;118,4;121,0;15 756;4 999;7 093;92,0;84,0;5;81,0;1,3
2011;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;86,0;7,0;169,0;85;139,9;140,4;27 642;11 030;8 623;98,0;99,0;5;98,4;1,0
2011;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;O3;1g;53,6;0,0;144,8;10;108,6;113,1;10 188;4 857;6 318;94,0;75,0;4;72,1;1,9
2011;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;O3;1g;39,7;0,0;124,3;0;78,6;85,4;2 230;973;5 415;74,0;50,0;3;61,8;1,5
2011;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;O3;1g;42,5;0,4;129,4;2;83,4;88,9;1 761;1 538;4 674;39,0;87,0;1;53,4;0,2
2011;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKoniczynka;O3;1g;37,7;0,0;144,6;3;90,4;93,9;2 521;1 755;7 372;100,0;68,0;6;84,2;1,5
2011;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;O3;1g;54,2;0,2;159,4;19;116,5;117,4;14 636;4 893;8 190;91,0;96,0;5;93,5;1,0
2011;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;O3;1g;41,4;0,5;141,9;1;94,4;96,2;6 691;2 234;8 032;99,0;85,0;6;91,7;1,2
2011;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;O3;1g;46,5;0,2;132,5;1;99,8;100,3;7 695;2 467;8 079;85,0;99,0;5;92,2;0,9
2011;lubelskie;PL0602;strefa lubelska;LbBiaSlupRPN;O3;1g;49,4;0,0;134,8;2;103,0;108,4;12 492;3 815;5 899;70,0;64,0;1;67,3;1,1
2011;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;53,4;0,0;151,0;16;112,8;113,3;11 496;4 622;8 637;98,0;99,0;5;98,6;1,0
2011;lubelskie;PL0602;strefa lubelska;LbWilczopole;O3;1g;44,8;0,6;134,1;3;101,3;101,8;6 190;2 733;8 273;91,0;98,0;4;94,4;0,9
2011;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;O3;1g;44,2;0,0;134,0;3;102,6;103,0;8 083;2 758;8 275;97,0;92,0;6;94,5;1,1
2011;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;O3;1g;53,5;0,0;146,0;8;110,9;110,9;10 774;3 850;8 024;91,0;92,0;5;91,6;1,0
2011;lubuskie;PL0803;strefa lubuska;LuSmolBytnic;O3;1g;52,0;1,0;152,0;19;117,9;118,0;15 638;4 941;8 304;95,0;95,0;6;94,8;1,0
2011;lubuskie;PL0803;strefa lubuska;LuSulecDudka;O3;1g;53,5;0,0;156,0;14;111,4;114,3;11 593;4 807;7 104;96,0;80,0;6;81,1;1,5
2011;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;O3;1g;53,7;0,6;142,7;15;114,4;114,4;14 226;4 704;8 730;100,0;100,0;6;99,7;1,0
2011;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzWIOSARubinst;O3;1g;58,2;5,7;134,6;9;111,0;116,6;13 997;5 362;5 082;67,0;49,0;4;58,0;1,4
2011;?ódzkie;PL1001;Aglomeracja ?ódzka;LdPabiKonsta;O3;1g;49,4;1,4;143,2;13;109,8;118,1;14 841;4 841;6 208;64,0;77,0;3;70,9;0,8
2011;?ódzkie;PL1002;strefa ?ódzka;LdGajewUjWod;O3;1g;51,5;0,6;151,8;15;111,1;114,2;14 703;4 805;8 333;93,0;98,0;3;95,1;1,0
2011;?ódzkie;PL1002;strefa ?ódzka;LdParzniUjWo;O3;1g;56,3;1,1;149,9;19;115,4;117,5;16 406;5 207;8 192;92,0;95,0;4;93,5;1,0
2011;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;O3;1g;45,4;0,4;145,3;9;110,1;111,4;11 864;3 847;8 548;96,0;100,0;5;97,6;1,0
2011;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;O3;1g;31,4;1,0;131,0;1;91,1;91,3;3 341;1 622;8 006;99,0;84,0;6;91,4;1,2
2011;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;O3;1g;33,6;1,0;160,0;1;73,8;81,8;2 339;895;4 161;50,0;45,0;3;47,5;1,1
2011;ma?opolskie;PL1203;strefa ma?opolska;MpSzarowWIOS1908;O3;1g;45,9;1,0;166,0;8;112,3;112,4;11 026;3 900;7 951;85,0;96,0;4;90,8;0,9
2011;ma?opolskie;PL1203;strefa ma?opolska;MpSzymbaGorl;O3;1g;58,3;1,0;150,0;17;117,5;117,5;13 811;5 651;8 674;99,0;99,0;6;99,0;1,0
2011;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;O3;1g;40,8;0,1;141,6;7;102,3;103,1;8 244;2 831;8 203;93,0;95,0;5;93,6;1,0
2011;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;43,2;0,0;138,0;10;108,4;108,4;10 938;3 496;8 754;100,0;100,0;6;99,9;1,0
2011;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;41,8;0,0;135,0;3;99,8;103,1;8 487;2 760;8 069;97,0;87,0;5;92,1;1,1
2011;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;O3;1g;45,6;0,5;145,5;6;108,0;108,1;9 345;3 720;8 557;99,0;96,0;6;97,7;1,0
2011;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;O3;1g;42,1;0,2;133,3;2;95,1;96,2;6 501;1 821;8 498;97,0;97,0;4;97,0;1,0
2011;mazowieckie;PL1403;miasto Radom;MzRadTochter;O3;1g;48,4;0,3;142,1;5;107,0;110,2;9 294;4 593;7 012;98,0;92,0;5;80,0;1,6
2011;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;52,1;0,0;142,4;6;106,8;108,0;9 753;3 802;8 658;98,0;100,0;6;98,8;1,0
2011;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;O3;1g;50,0;0,2;159,0;16;113,8;116,4;12 375;5 259;7 964;97,0;85,0;5;90,9;1,2
2011;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;O3;1g;45,3;0,0;142,2;6;105,6;106,7;9 937;3 361;8 625;100,0;97,0;6;98,5;1,0
2011;opolskie;PL1602;strefa opolska;OpKKozBSmial;O3;1g;50,3;0,0;156,0;10;108,9;117,9;11 462;6 082;4 979;86,0;28,0;4;56,8;3,1
2011;podkarpackie;PL1802;strefa podkarpacka;PkJasloWIOSFlor;O3;1g;46,6;0,0;161,5;11;108,4;113,5;8 823;3 984;7 850;86,0;93,0;3;89,6;0,9
2011;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialPulPie;O3;1g;44,0;3,0;126,0;0;87,5;97,6;5 424;2 140;4 343;51,0;48,0;3;49,6;1,1
2011;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;O3;1g;51,4;0,0;150,0;14;112,1;112,3;9 155;4 183;8 667;99,0;99,0;6;98,9;1,0
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;O3;1g;39,8;0,4;133,8;1;88,1;91,8;2 251;1 285;7 542;76,0;97,0;4;86,1;0,8
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;42,0;0,3;140,9;1;90,7;92,7;3 413;1 712;6 458;92,0;55,0;3;73,7;1,7
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;50,5;0,4;131,8;2;92,3;92,8;4 950;1 997;8 480;94,0;99,0;5;96,8;1,0
2011;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdySzaf09N;O3;1g;50,7;0,2;149,1;8;102,0;102,0;6 421;2 807;8 751;100,0;100,0;6;99,9;1,0
2011;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;60,4;2,0;150,0;5;104,9;104,9;7 165;3 872;8 754;100,0;100,0;6;99,9;1,0
2011;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;O3;1g;51,4;1,0;151,0;8;101,3;103,9;9 564;3 215;8 189;87,0;100,0;4;93,5;0,9
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlDabro1000L;O3;1g;40,9;1,0;177,0;9;113,4;114,4;11 692;3 844;7 803;85,0;93,0;3;89,1;0,9
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;O3;1g;41,6;1,0;166,0;8;111,1;111,9;10 222;3 897;7 257;92,0;89,0;4;82,8;1,3
2011;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlZabSkloCur;O3;1g;40,1;1,0;172,0;10;107,9;108,1;9 215;3 449;8 209;95,0;93,0;6;93,7;1,0
2011;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlRybniBorki;O3;1g;47,1;1,0;143,0;10;109,7;115,7;12 005;5 033;5 710;82,0;95,0;4;65,2;1,7
2011;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielKossak;O3;1g;52,2;2,0;146,0;10;113,0;113,0;11 039;4 657;8 222;94,0;93,0;5;93,9;1,0
2011;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoBacz;O3;1g;49,2;1,0;147,0;11;110,3;110,3;12 511;4 449;8 257;96,0;93,0;6;94,3;1,0
2011;?l?skie;PL2405;strefa ?l?ska;SlCiesMickie;O3;1g;57,1;1,0;160,0;24;118,6;120,7;14 526;5 737;7 982;96,0;86,0;6;91,1;1,1
2011;?l?skie;PL2405;strefa ?l?ska;SlWodzGalczy;O3;1g;44,4;1,0;153,0;13;112,8;113,0;11 174;4 023;8 312;95,0;95,0;5;94,9;1,0
2011;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;O3;1g;60,7;2,0;155,0;30;122,9;123,6;19 168;6 920;7 522;93,0;78,0;5;85,9;1,2
2011;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielJagiel;O3;1g;44,5;0,0;150,2;2;104,7;106,8;8 702;3 240;8 453;93,0;100,0;4;96,5;0,9
2011;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;O3;1g;54,0;0,0;145,7;9;108,1;108,2;10 121;4 208;8 416;94,0;98,0;4;96,1;1,0
2011;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;O3;1g;50,8;0,0;147,8;12;107,6;109,8;9 196;3 733;7 540;91,0;81,0;3;86,1;1,1
2011;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmGoldJacwie;O3;1g;47,3;2,5;124,8;0;83,4;87,8;1 604;1 465;6 154;57,0;84,0;1;70,3;0,7
2011;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmMragParkow;O3;1g;59,4;3,3;143,2;6;105,3;105,9;8 036;4 390;7 939;99,0;82,0;6;90,6;1,2
2011;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrChrobr;O3;1g;51,1;0,0;149,9;6;103,4;107,3;10 210;3 645;7 140;75,0;88,0;2;81,5;0,9
2011;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;O3;1g;59,6;1,9;158,3;13;111,7;112,0;10 068;4 560;8 398;97,0;95,0;5;95,9;1,0
2011;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;O3;1g;44,6;0,0;146,3;11;111,1;112,3;11 156;3 585;8 057;97,0;86,0;6;92,0;1,1
2011;wielkopolskie;PL3003;strefa wielkopolska;WpBoroDrapal;O3;1g;32,1;0,1;139,9;2;87,1;94,9;2 025;1 463;5 868;51,0;83,0;2;67,0;0,6
2011;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;O3;1g;30,7;0,0;115,3;0;51,7;76,0;;538;2 369;5,0;50,0;0;27,0;0,1
2011;wielkopolskie;PL3003;strefa wielkopolska;WpPiaskiKrzy;O3;1g;58,4;2,1;170,6;36;125,9;126,3;21 064;6 799;8 396;96,0;96,0;5;95,8;1,0
2011;wielkopolskie;PL3003;strefa wielkopolska;WpWKP010;O3;1g;65,4;7,0;133,0;1;93,0;108,9;12 839;6 546;1 815;26,0;15,0;1;20,7;1,7
2011;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndr01;O3;1g;52,6;0,0;157,0;16;112,8;114,5;13 242;4 195;7 844;90,0;89,0;4;89,5;1,0
2011;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpGryfMarwiceDO;O3;1g;44,2;0,0;143,0;2;89,6;94,4;10 527;1 895;6 126;55,0;85,0;1;69,9;0,7
2011;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;O3;1g;51,2;0,0;141,0;8;104,8;105,8;9 159;3 336;8 483;98,0;96,0;6;96,8;1,0
2012;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocBartni;O3;1g;51,7;2,0;158,0;13;113,4;115,4;15 686;5 231;6 944;99,0;89,0;6;79,1;1,7
2012;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;O3;1g;48,2;1,0;154,0;13;112,4;113,8;13 960;4 653;7 691;100,0;91,0;6;87,6;1,3
2012;dolno?l?skie;PL0202;miasto Legnica;DsLegAlRzecz;O3;1g;48,9;1,0;185,0;29;122,3;126,0;17 438;5 619;7 256;88,0;77,0;4;82,6;1,1
2012;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;O3;1g;54,2;1,0;154,0;30;121,5;121,8;19 135;5 214;8 588;97,0;99,0;5;97,8;1,0
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsCzerStraza;O3;1g;72,1;2,0;152,0;35;123,4;123,4;17 169;6 079;8 686;100,0;98,0;6;98,9;1,0
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJgCiepA;O3;1g;47,4;1,0;143,0;12;112,8;114,1;13 022;4 204;8 127;88,0;97,0;4;92,5;0,9
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKlodzSzkol;O3;1g;45,1;1,0;150,0;15;115,6;116,4;14 653;4 280;8 351;95,0;95,0;5;95,1;1,0
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsOsieczow21;O3;1g;43,9;1,0;163,0;10;109,0;109,8;9 997;3 350;8 589;99,0;97,0;6;97,8;1,0
2012;dolno?l?skie;PL0204;strefa dolno?l?ska;DsSniezkaObs;O3;1g;80,6;1,0;156,0;42;125,6;125,6;18 117;8 080;8 755;100,0;100,0;6;99,7;1,0
2012;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;O3;1g;46,1;0,0;163,2;10;105,4;110,9;10 989;4 001;6 700;92,0;90,0;4;76,3;1,5
2012;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;O3;1g;47,0;0,2;146,8;8;108,3;109,8;10 296;3 649;8 222;98,0;89,0;6;93,6;1,1
2012;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;O3;1g;46,3;0,0;150,3;6;101,7;104,9;11 867;3 177;7 173;80,0;97,0;3;81,7;0,7
2012;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKoniczynka;O3;1g;47,0;0,8;174,2;7;105,2;107,6;8 353;2 887;7 873;99,0;80,0;6;89,6;1,2
2012;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;O3;1g;49,7;0,0;157,1;16;108,2;109,5;11 664;3 565;8 463;95,0;98,0;4;96,3;1,0
2012;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;O3;1g;45,3;0,1;154,2;5;106,4;107,1;10 644;3 090;8 512;96,0;98,0;5;96,9;1,0
2012;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;O3;1g;49,6;0,7;158,8;11;108,0;109,4;11 206;3 555;8 629;97,0;100,0;5;98,2;1,0
2012;lubelskie;PL0602;strefa lubelska;LbBiaSlupRPN;O3;1g;55,1;1,3;159,1;27;121,9;121,9;19 478;5 598;8 666;99,0;99,0;6;98,7;1,0
2012;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;O3;1g;54,1;0,0;159,0;13;112,6;112,6;12 544;4 414;8 740;99,0;100,0;6;99,5;1,0
2012;lubelskie;PL0602;strefa lubelska;LbWilczopole;O3;1g;53,2;2,0;163,2;18;116,0;116,5;17 977;5 089;8 578;96,0;100,0;5;97,7;1,0
2012;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;O3;1g;40,0;0,0;129,0;0;92,1;95,0;4 283;1 884;7 662;85,0;89,0;4;87,2;1,0
2012;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;O3;1g;51,1;0,0;159,0;4;104,0;104,3;8 394;3 237;8 082;95,0;89,0;6;92,0;1,1
2012;lubuskie;PL0803;strefa lubuska;LuSmolBytnic;O3;1g;52,1;0,0;148,0;16;109,0;114,3;12 337;4 738;7 360;95,0;88,0;6;83,8;1,3
2012;lubuskie;PL0803;strefa lubuska;LuSulecDudka;O3;1g;43,0;0,0;136,0;0;88,9;91,3;3 225;1 747;5 693;85,0;71,0;4;64,8;1,2
2012;lubuskie;PL0803;strefa lubuska;LuZarySzyman;O3;1g;30,3;2,0;90,0;0;52,4;62,9;;17;2 205;0,0;50,0;0;25,1;0,0
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;O3;1g;52,3;1,1;162,2;20;117,1;117,1;15 933;4 610;8 603;96,0;100,0;5;97,9;1,0
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzGdansk;O3;1g;50,2;4,2;160,4;19;115,8;115,9;16 152;4 450;8 337;96,0;94,0;0;94,9;1,0
2012;?ódzkie;PL1001;Aglomeracja ?ódzka;LdPabiKonsta;O3;1g;44,9;1,4;150,6;10;111,4;111,4;10 486;3 130;8 507;94,0;100,0;5;96,8;0,9
2012;?ódzkie;PL1002;strefa ?ódzka;LdGajewUjWod;O3;1g;48,9;0,1;160,1;11;111,8;112,2;12 794;3 991;8 567;96,0;99,0;5;97,5;1,0
2012;?ódzkie;PL1002;strefa ?ódzka;LdParzniUjWo;O3;1g;56,5;1,9;160,2;27;122,3;124,5;16 976;5 352;8 307;95,0;95,0;5;94,6;1,0
2012;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;O3;1g;45,5;0,3;159,8;21;115,7;117,6;14 896;4 223;8 449;95,0;97,0;5;96,2;1,0
2012;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;O3;1g;34,3;0,0;169,0;9;106,5;106,5;9 749;2 579;8 427;95,0;97,0;5;95,9;1,0
2012;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;O3;1g;37,8;2,0;154,0;4;96,3;97,3;3 808;1 991;8 036;95,0;88,0;4;91,5;1,1
2012;ma?opolskie;PL1203;strefa ma?opolska;MpSzarowWIOS1908;O3;1g;50,4;1,0;162,0;15;114,1;114,4;15 029;4 702;8 008;87,0;95,0;4;91,2;0,9
2012;ma?opolskie;PL1203;strefa ma?opolska;MpSzymbaGorl;O3;1g;57,8;2,0;171,0;16;116,8;117,8;19 764;5 475;7 705;90,0;86,0;3;87,7;1,1
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;O3;1g;42,7;0,8;154,1;11;112,6;112,6;11 411;3 364;8 606;98,0;98,0;5;98,0;1,0
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPodlesn;O3;1g;43,5;1,0;150,0;12;109,8;109,8;11 437;3 494;8 764;100,0;100,0;6;99,8;1,0
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;O3;1g;40,5;0,0;140,9;0;98,8;98,8;6 650;2 219;8 691;100,0;98,0;6;98,9;1,0
2012;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;O3;1g;44,8;0,8;144,3;9;110,2;110,2;11 733;3 467;8 740;99,0;100,0;6;99,5;1,0
2012;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;O3;1g;45,2;0,8;139,7;3;99,1;100,3;8 401;2 432;8 214;94,0;93,0;6;93,5;1,0
2012;mazowieckie;PL1403;miasto Radom;MzRadTochter;O3;1g;43,6;0,8;150,0;7;106,4;106,4;8 004;2 835;8 702;99,0;99,0;6;99,1;1,0
2012;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;O3;1g;50,5;0,0;142,9;2;108,2;108,6;8 983;3 577;8 671;100,0;98,0;6;98,7;1,0
2012;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;O3;1g;48,6;0,0;179,9;21;115,6;115,9;16 280;4 641;8 643;98,0;99,0;5;98,4;1,0
2012;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;O3;1g;45,4;0,8;152,7;8;112,1;112,3;11 942;3 447;8 668;99,0;98,0;6;98,7;1,0
2012;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;O3;1g;39,2;0,8;139,5;0;97,4;99,9;6 075;2 043;8 675;99,0;98,0;6;98,8;1,0
2012;opolskie;PL1602;strefa opolska;OpKKozBSmial;O3;1g;39,2;0,0;156,0;4;94,9;109,6;9 623;3 730;3 015;45,0;24,0;0;34,3;1,9
2012;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;O3;1g;38,3;0,0;157,0;3;89,3;103,5;9 578;3 260;3 168;80,0;63,0;1;36,1;1,3
2012;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;O3;1g;43,4;0,0;143,7;6;103,3;104,5;9 962;3 528;7 787;87,0;90,0;3;88,6;1,0
2012;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialPulPie;O3;1g;55,1;1,0;157,0;13;111,0;113,4;12 288;4 753;8 045;100,0;84,0;6;91,6;1,2
2012;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;O3;1g;51,3;0,0;155,0;9;107,9;108,3;10 370;3 978;8 687;99,0;99,0;6;98,9;1,0
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;O3;1g;41,7;0,1;128,4;0;85,3;85,5;2 688;1 103;8 499;96,0;98,0;5;96,8;1,0
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;O3;1g;44,7;0,9;129,5;0;91,8;92,0;4 272;1 608;8 511;99,0;95,0;6;96,9;1,1
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;O3;1g;48,4;0,1;126,7;0;91,5;91,9;3 320;1 810;8 665;99,0;99,0;6;98,6;1,0
2012;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdySzaf09N;O3;1g;47,3;0,0;129,5;0;92,6;92,9;3 981;1 953;8 697;99,0;99,0;6;99,0;1,0
2012;pomorskie;PL2202;strefa pomorska;PmKosTargo12;O3;1g;37,6;0,0;141,3;2;83,0;84,5;2 720;955;8 298;94,0;95,0;4;94,5;1,0
2012;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;O3;1g;58,5;0,0;146,0;2;102,3;102,3;6 530;3 315;8 679;99,0;99,0;6;98,8;1,0
2012;pomorskie;PL2202;strefa pomorska;PmLebMalcz16;O3;1g;47,7;0,2;140,0;4;95,3;95,5;5 563;2 401;8 690;99,0;98,0;6;98,9;1,0
