Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wska?nik;Czas u?redniania;?rednia;Min;Maks;Liczba pomiarów;Kompletno?? ;Liczba Lato/Zima
(-);(-);(-);(-);(-);(-);(-);[µg/m3];[µg/m3];[µg/m3];(-);[%];(-)
2021;opolskie;PL1602;strefa opolska;OpKKozBSmial;PM2.5;1g;19,7;0,5;168,8;8668;98,9;1,0
2021;opolskie;PL1602;strefa opolska;OpKluczMicki;PM2.5;24g;18,1;2,5;68,7;345;94,5;1,1
2021;opolskie;PL1602;strefa opolska;OpNysaRodzie;PM2.5;1g;21,0;0,1;253,8;8393;95,8;1,1
2021;podkarpackie;PL1801;miasto Rzeszów;PkRzeszPilsu;PM2.5;1g;25,1;0,8;282,7;8312;94,9;0,9
2021;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PM2.5;24g;18,0;2,7;123,6;360;98,6;1,0
2021;podkarpackie;PL1802;strefa podkarpacka;PkDebiGrottg;PM2.5;1g;21,9;0,1;287,6;8078;92,2;1,1
2021;podkarpackie;PL1802;strefa podkarpacka;PkJarosPruch;PM2.5;1g;20,7;0,4;249,6;8531;97,4;1,0
2021;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;PM2.5;1g;17,6;0,2;248,5;8463;96,6;1,0
2021;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PM2.5;1g;16,1;0,6;190,3;8526;97,3;1,0
2021;podkarpackie;PL1802;strefa podkarpacka;PkLatosZdrojMOB;PM2.5;1g;15,9;2,7;226,1;8126;92,8;1,1
2021;podkarpackie;PL1802;strefa podkarpacka;PkMielBierna;PM2.5;1g;22,5;1,6;280,3;8307;94,8;0,9
2021;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PM2.5;1g;21,0;2,5;224,6;8722;99,6;1,0
2021;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;PM2.5;1g;19,6;0,1;175,2;8679;99,1;1,0
2021;podkarpackie;PL1802;strefa podkarpacka;PkRymZdrPark;PM2.5;1g;10,4;0,7;89,1;8495;97,0;1,0
2021;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWarsza;PM2.5;24g;16,9;1,9;92,9;361;98,9;1,0
2021;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;PM2.5;1g;16,0;0,0;241,0;8596;98,1;1,0
2021;podlaskie;PL2002;strefa podlaska;PdAugustowUz;PM2.5;1g;18,1;1,6;274,6;8729;99,6;1,0
2021;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;PM2.5;1g;8,3;0,0;62,1;8426;96,2;1,1
2021;podlaskie;PL2002;strefa podlaska;PdGrajewoWPoMOB;PM2.5;1g;19,1;0,5;375,7;8734;99,7;1,0
2021;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM2.5;24g;24,6;2,7;164,3;360;98,6;1,0
2021;podlaskie;PL2002;strefa podlaska;PdSuwPulask2;PM2.5;1g;14,0;0,0;284,0;8596;98,1;1,0
2021;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczkow;PM2.5;1g;17,2;1,2;149,2;8708;99,4;1,0
2021;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;PM2.5;24g;12,5;2,0;95,0;363;99,5;1,0
2021;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPorebsk;PM2.5;1g;17,0;1,4;169,3;8760;100,0;1,0
2021;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdySzafran;PM2.5;1g;15,5;0,7;107,5;8760;100,0;1,0
2021;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBiPlowc;PM2.5;1g;14,4;1,2;91,6;7891;90,1;1,3
2021;pomorskie;PL2202;strefa pomorska;PmKosTargowa;PM2.5;1g;19,6;1,0;316,0;8510;97,1;1,0
2021;pomorskie;PL2202;strefa pomorska;PmLebMalczew;PM2.5;1g;16,0;0,7;158,0;8632;98,5;1,0
2021;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;24g;21,9;1,0;130,5;362;99,2;1,0
2021;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;1g;22,6;1,5;174,3;8686;99,2;1,0
2021;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;24g;22,7;3,5;132,2;361;98,9;1,0
2021;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoPlebA4;PM2.5;1g;26,0;5,4;176,7;8748;99,9;1,0
2021;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlZorySikor2;PM2.5;24g;24,3;3,1;118,1;350;95,9;1,0
2021;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielPartyz;PM2.5;1g;27,4;2,0;222,0;8718;99,5;1,0
2021;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielSterni;PM2.5;24g;20,8;1,0;134,4;365;100,0;1,0
2021;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoZana;PM2.5;24g;21,1;1,0;113,5;342;93,7;1,1
2021;?l?skie;PL2405;strefa ?l?ska;SlGoczaUzdroMOB;PM2.5;1g;33,0;2,4;367,6;8711;99,4;1,0
2021;?l?skie;PL2405;strefa ?l?ska;SlRaciborzWPMOB;PM2.5;1g;27,9;1,2;292,7;8754;99,9;1,0
2021;?l?skie;PL2405;strefa ?l?ska;SlTarnoLitew;PM2.5;24g;20,9;1,0;122,1;357;97,8;1,0
2021;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;1g;17,8;2,6;112,1;8706;99,4;1,0
2021;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;24g;15,6;2,7;73,5;334;91,5;0,9
2021;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielTargow;PM2.5;1g;23,6;5,4;221,3;8544;97,5;1,0
2021;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielTargow;PM2.5;24g;22,6;3,9;99,7;348;95,3;0,9
2021;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielWarsza;PM2.5;24g;18,6;4,5;72,0;365;100,0;1,0
2021;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkBuskRokosz;PM2.5;24g;21,1;4,8;73,3;324;88,8;0,8
2021;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkOpatPartyz;PM2.5;1g;25,3;0,6;393,3;8506;97,1;1,0
2021;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkSandZielnaMOB;PM2.5;1g;20,0;0,9;131,4;8630;98,5;1,0
2021;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkSandZielnaMOB;PM2.5;24g;19,1;4,2;79,4;343;94,0;1,1
2021;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkStaraZlota;PM2.5;1g;22,5;0,7;422,0;8740;99,8;1,0
2021;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkStaraZlota;PM2.5;24g;21,2;4,6;76,1;338;92,6;1,0
2021;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;1g;14,8;0,6;123,7;8687;99,2;1,0
2021;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;24g;15,0;3,0;96,4;361;98,9;1,0
2021;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;PM2.5;1g;16,1;2,2;137,2;8755;99,9;1,0
2021;warmi?sko-mazurskie;PL2802;miasto Elbl?g;WmElbBazynsk;PM2.5;24g;16,5;4,5;79,1;365;100,0;1,0
2021;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmBiskupMickMOB;PM2.5;1g;17,6;4,6;257,2;8715;99,5;1,0
2021;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmElkStadion;PM2.5;1g;10,4;0,8;140,3;8732;99,7;1,0
2021;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrPilsud;PM2.5;1g;16,7;1,3;134,3;8095;92,4;1,1
2021;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmOstrPilsud;PM2.5;24g;16,7;4,4;92,9;365;100,0;1,0
2021;warmi?sko-mazurskie;PL2803;strefa warmi?sko-mazurska;WmPuszczaBor;PM2.5;24g;9,6;1,5;49,6;358;98,1;1,0
2021;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;PM2.5;1g;18,4;0,5;146,2;8386;95,7;1,1
2021;wielkopolskie;PL3001;Aglomeracja Pozna?ska;WpPoznDabrow;PM2.5;24g;18,5;4,7;120,7;362;99,2;1,0
2021;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;1g;22,5;1,6;188,2;8680;99,1;1,0
2021;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;PM2.5;24g;23,0;4,6;148,1;365;100,0;1,0
2021;wielkopolskie;PL3003;strefa wielkopolska;WpPleszAlMic;PM2.5;24g;23,8;5,7;135,5;364;99,7;1,0
2021;wielkopolskie;PL3003;strefa wielkopolska;WpSzamotKollMOB;PM2.5;1g;21,8;0,8;370,1;7225;82,5;1,6
2021;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndrze;PM2.5;1g;13,6;1,0;140,7;8709;99,4;1,0
2021;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczAndrze;PM2.5;24g;13,0;2,0;67,5;365;100,0;1,0
2021;zachodniopomorskie;PL3201;Aglomeracja Szczeci?ska;ZpSzczPilsud;PM2.5;1g;14,4;0,7;175,4;7915;90,4;1,2
2021;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszSpasow;PM2.5;24g;11,2;2,0;42,8;365;100,0;1,0
2021;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpKolKasprowMOB;PM2.5;1g;10,6;0,9;81,5;8194;93,5;1,1
2021;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpMyslZaBram;PM2.5;24g;16,3;2,4;82,9;365;100,0;1,0
2021;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczec1Maj;PM2.5;24g;13,3;2,2;65,3;363;99,5;1,0
2022;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocAlWisn;PM2.5;1g;19,6;0,0;219,1;8729;99,6;1,0
2022;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocNaGrob;PM2.5;24g;15,7;2,5;61,3;365;100,0;1,0
2022;dolno?l?skie;PL0201;Aglomeracja Wroc?awska;DsWrocWybCon;PM2.5;1g;16,7;2,9;142,0;8718;99,5;1,0
2022;dolno?l?skie;PL0202;miasto Legnica;DsLegPolarna;PM2.5;24g;17,3;2,7;71,4;352;96,4;1,0
2022;dolno?l?skie;PL0203;miasto Wa?brzych;DsWalbrzWyso;PM2.5;24g;17,4;2,7;82,3;352;96,4;1,0
2022;dolno?l?skie;PL0204;strefa dolno?l?ska;DsDzialoszyn;PM2.5;1g;7,9;0,0;85,4;8125;92,8;1,2
2022;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJedlinaZdrMOB;PM2.5;1g;17,6;1,7;257,0;8283;94,6;1,1
2022;dolno?l?skie;PL0204;strefa dolno?l?ska;DsJelGorOgin;PM2.5;1g;18,2;0,5;230,8;8754;99,9;1,0
2022;dolno?l?skie;PL0204;strefa dolno?l?ska;DsKlodzSzkol;PM2.5;1g;23,7;0,9;241,5;8330;95,1;1,1
2022;dolno?l?skie;PL0204;strefa dolno?l?ska;DsLwowekSlasMOB;PM2.5;1g;25,9;3,1;224,7;8177;93,3;1,0
2022;dolno?l?skie;PL0204;strefa dolno?l?ska;DsOsieczow21;PM2.5;24g;12,9;2,2;55,2;361;98,9;1,0
2022;dolno?l?skie;PL0204;strefa dolno?l?ska;DsZgorBohGet;PM2.5;24g;15,8;2,4;63,5;354;97,0;1,0
2022;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydFieldor;PM2.5;24g;13,4;1,7;65,2;365;100,0;1,0
2022;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;PM2.5;1g;12,9;1,0;146,8;7544;86,1;1,0
2022;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;PM2.5;1g;12,9;1,0;130,3;8192;93,5;1,0
2022;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruDziewu;PM2.5;24g;14,1;0,5;78,2;363;99,5;1,0
2022;kujawsko-pomorskie;PL0402;miasto Toru?;KpToruKaszow;PM2.5;1g;18,3;2,0;213,1;8677;99,1;1,0
2022;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclGniaz;PM2.5;24g;16,2;1,1;68,6;365;100,0;1,0
2022;kujawsko-pomorskie;PL0403;miasto W?oc?awek;KpWloclOkrze;PM2.5;1g;18,9;3,7;146,3;8481;96,8;1,0
2022;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudSienki;PM2.5;24g;17,7;2,1;118,0;341;93,4;0,9
2022;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpNaklWawrzy;PM2.5;1g;17,8;1,5;184,4;8681;99,1;1,0
2022;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpSolecRowecMOB;PM2.5;1g;19,1;1,7;342,1;8399;95,9;1,1
2022;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;PM2.5;24g;8,4;1,3;37,2;351;96,2;1,0
2022;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;PM2.5;1g;20,2;1,5;159,4;7877;89,9;1,0
2022;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;PM2.5;24g;13,8;3,7;58,6;365;100,0;1,0
2022;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;PM2.5;24g;19,4;4,0;107,7;365;100,0;1,0
2022;lubelskie;PL0602;strefa lubelska;LbChelmPolan;PM2.5;24g;15,2;4,0;81,6;365;100,0;1,0
2022;lubelskie;PL0602;strefa lubelska;LbJanowLubOkMOB;PM2.5;1g;21,7;3,4;446,2;8323;95,0;1,1
2022;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;PM2.5;1g;16,2;2,9;255,4;8694;99,2;1,0
2022;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;PM2.5;1g;14,0;0,4;116,9;8729;99,6;1,0
2022;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzPilsud;PM2.5;24g;13,8;2,9;60,1;349;95,6;1,1
2022;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;1g;10,7;0,2;83,7;7834;89,4;1,2
2022;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;PM2.5;24g;9,5;3,1;46,8;319;87,4;1,4
2022;lubuskie;PL0803;strefa lubuska;LuNowaSolKos;PM2.5;24g;16,3;4,5;72,5;356;97,5;1,1
2022;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;PM2.5;1g;18,1;0,8;271,8;8746;99,8;1,0
2022;lubuskie;PL0803;strefa lubuska;LuZarySzyman;PM2.5;1g;10,3;0,1;140,8;8392;95,8;1,1
2022;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;PM2.5;1g;13,1;1,0;64,0;8663;98,9;1,0
2022;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzCzerni;PM2.5;24g;15,9;2,8;51,6;365;100,0;1,0
2022;?ódzkie;PL1001;Aglomeracja ?ódzka;LdLodzLegion;PM2.5;24g;19,5;4,2;57,3;346;94,8;0,9
2022;?ódzkie;PL1002;strefa ?ódzka;LdKutn1Maja7MOB;PM2.5;1g;17,0;1,0;167,0;8678;99,1;1,0
2022;?ódzkie;PL1002;strefa ?ódzka;LdLaskNarutoMOB;PM2.5;1g;20,9;1,0;298,0;8712;99,5;1,0
2022;?ódzkie;PL1002;strefa ?ódzka;LdPioTrKraPr;PM2.5;24g;20,6;4,9;72,1;363;99,5;1,0
2022;?ódzkie;PL1002;strefa ?ódzka;LdRadomsRoln;PM2.5;1g;23,4;1,0;350,0;7880;90,0;0,9
2022;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;PM2.5;1g;18,4;0,8;130,3;8728;99,6;1,0
2022;ma?opolskie;PL1201;Aglomeracja Krakowska;MpKrakOsPias;PM2.5;24g;19,5;4,2;86,5;365;100,0;1,0
2022;ma?opolskie;PL1202;miasto Tarnów;MpTarBitStud;PM2.5;24g;17,4;1,6;76,8;363;99,5;1,0
2022;ma?opolskie;PL1202;miasto Tarnów;MpTarRoSitko;PM2.5;1g;18,7;1,0;222,2;8758;100,0;1,0
2022;ma?opolskie;PL1203;strefa ma?opolska;MpBochKonfed;PM2.5;24g;19,3;3,1;95,6;360;98,6;1,0
2022;ma?opolskie;PL1203;strefa ma?opolska;MpNoSaczNadb;PM2.5;24g;24,0;2,7;83,8;347;95,1;1,1
2022;ma?opolskie;PL1203;strefa ma?opolska;MpTrzebOsZWM;PM2.5;24g;18,2;4,9;56,4;359;98,4;1,0
2022;ma?opolskie;PL1203;strefa ma?opolska;MpZakopaSien;PM2.5;24g;19,3;2,8;115,0;361;98,9;1,0
2022;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;PM2.5;1g;17,0;2,3;149,8;8740;99,8;1,0
2022;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarBajkowa;PM2.5;1g;15,0;1,3;87,4;8480;96,8;1,0
2022;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarChrosci;PM2.5;1g;14,9;1,3;80,7;8521;97,3;1,0
2022;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarTolstoj;PM2.5;1g;15,1;1,3;80,3;8288;94,6;1,0
2022;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarTolstoj;PM2.5;24g;15,1;2,4;51,0;357;97,8;1,0
2022;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;1g;13,5;0,8;96,7;8469;96,7;1,0
2022;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;PM2.5;24g;13,3;1,8;46,5;352;96,4;1,1
2022;mazowieckie;PL1402;miasto P?ock;MzPlocKroJad;PM2.5;24g;15,9;3,1;57,7;352;96,4;1,0
2022;mazowieckie;PL1402;miasto P?ock;MzPlocMiReja;PM2.5;1g;14,2;1,4;100,4;8199;93,6;1,0
2022;mazowieckie;PL1403;miasto Radom;MzRadHallera;PM2.5;24g;17,9;2,9;75,6;364;99,7;1,0
2022;mazowieckie;PL1403;miasto Radom;MzRadTochter;PM2.5;1g;18,3;4,2;182,4;8369;95,5;1,0
2022;mazowieckie;PL1404;strefa mazowiecka;MzGutyDuCzer;PM2.5;1g;11,5;0,0;101,6;7929;90,5;0,9
2022;mazowieckie;PL1404;strefa mazowiecka;MzKonJezWieMOB;PM2.5;1g;14,7;1,4;119,8;8369;95,5;1,1
2022;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;PM2.5;1g;18,7;0,6;195,6;8753;99,9;1,0
2022;mazowieckie;PL1404;strefa mazowiecka;MzOtwoBrzozo;PM2.5;1g;18,4;1,3;232,8;8562;97,7;1,0
2022;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;PM2.5;1g;16,6;0,2;167,6;8715;99,5;1,0
2022;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;PM2.5;1g;16,5;1,4;190,2;8578;97,9;1,0
2022;mazowieckie;PL1404;strefa mazowiecka;MzSierWiosnyMOB;PM2.5;1g;18,1;2,0;260,9;8454;96,5;1,1
2022;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;PM2.5;1g;17,5;0,5;199,0;8671;99,0;1,0
2022;opolskie;PL1601;miasto Opole;OpOpoleKoszy;PM2.5;1g;14,4;0,5;172,1;8757;100,0;1,0
2022;opolskie;PL1601;miasto Opole;OpOpoleOsAKr;PM2.5;24g;16,3;3,1;61,6;342;93,7;1,1
2022;opolskie;PL1602;strefa opolska;OpKKozBSmial;PM2.5;1g;16,9;0,1;133,5;8731;99,7;1,0
2022;opolskie;PL1602;strefa opolska;OpKluczMicki;PM2.5;24g;15,5;3,0;51,0;344;94,2;1,1
2022;opolskie;PL1602;strefa opolska;OpKrap3MajaMOB;PM2.5;1g;19,0;0,5;197,3;8597;98,1;1,0
2022;opolskie;PL1602;strefa opolska;OpNysaRodzie;PM2.5;1g;20,9;0,5;242,3;8679;99,1;1,0
2022;podkarpackie;PL1801;miasto Rzeszów;PkRzeszPilsu;PM2.5;1g;19,7;0,4;190,0;8570;97,8;1,0
2022;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;PM2.5;24g;15,2;4,0;71,3;351;96,2;1,0
2022;podkarpackie;PL1802;strefa podkarpacka;PkDebiGrottg;PM2.5;1g;18,9;1,4;190,4;8318;95,0;1,0
2022;podkarpackie;PL1802;strefa podkarpacka;PkJarosPruch;PM2.5;1g;16,2;0,4;252,4;8665;98,9;1,0
2022;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;PM2.5;1g;13,0;0,1;156,4;8358;95,4;1,0
2022;podkarpackie;PL1802;strefa podkarpacka;PkKrosKletow;PM2.5;1g;12,7;0,2;139,0;8467;96,7;1,0
2022;podkarpackie;PL1802;strefa podkarpacka;PkMielBierna;PM2.5;1g;16,2;1,5;204,0;8618;98,4;1,0
2022;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;PM2.5;1g;17,4;2,3;186,9;8756;100,0;1,0
2022;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;PM2.5;1g;12,1;0,1;124,9;8604;98,2;1,0
2022;podkarpackie;PL1802;strefa podkarpacka;PkRudnikKoncMOB;PM2.5;1g;19,5;1,6;317,6;8480;96,8;1,1
2022;podkarpackie;PL1802;strefa podkarpacka;PkRymZdrPark;PM2.5;1g;8,3;0,2;114,6;8705;99,4;1,0
2022;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWarsza;PM2.5;24g;13,7;1,3;62,8;361;98,9;1,0
2022;podlaskie;PL2001;Aglomeracja Bia?ostocka;PdBialWaszyn;PM2.5;1g;13,1;0,0;155,0;6884;78,6;1,1
2022;podlaskie;PL2002;strefa podlaska;PdAugustowUz;PM2.5;1g;16,1;1,1;292,1;8631;98,5;1,0
2022;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;PM2.5;1g;6,6;0,0;46,0;8270;94,4;1,0
2022;podlaskie;PL2002;strefa podlaska;PdGrajewoWPoMOB;PM2.5;1g;15,8;0,8;437,1;8694;99,2;1,0
2022;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;PM2.5;24g;20,0;4,2;88,8;358;98,1;1,0
2022;podlaskie;PL2002;strefa podlaska;PdSuwPulask2;PM2.5;1g;12,0;0,0;242,4;8718;99,5;1,0
2022;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczkow;PM2.5;1g;14,4;1,8;99,0;8696;99,3;1,0
2022;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWars;PM2.5;1g;15,9;1,7;105,8;8757;100,0;1,0
2022;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPowWiel;PM2.5;24g;11,9;1,0;67,0;364;99,7;1,0
2022;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwole;PM2.5;1g;12,9;1,6;133,6;8753;99,9;1,0
2022;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPorebsk;PM2.5;1g;14,7;1,9;126,2;8754;99,9;1,0
2022;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdySzafran;PM2.5;1g;13,7;1,7;81,1;8759;100,0;1,0
2022;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBiPlowc;PM2.5;1g;12,6;1,8;66,9;8754;99,9;1,0
2022;pomorskie;PL2202;strefa pomorska;PmKosTargowa;PM2.5;1g;15,6;1,0;215,6;8670;99,0;1,0
2022;pomorskie;PL2202;strefa pomorska;PmKosTargowa;PM2.5;24g;13,7;2,0;74,0;362;99,2;1,0
2022;pomorskie;PL2202;strefa pomorska;PmLebMalczew;PM2.5;1g;19,1;0,4;266,0;8493;97,0;1,0
2022;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlGliwicMewy;PM2.5;24g;19,8;1,0;69,1;277;75,9;1,2
2022;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;1g;19,6;1,0;108,6;8738;99,7;1,0
2022;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoKossut;PM2.5;24g;20,3;3,7;64,0;156;42,7;0,7
2022;?l?skie;PL2401;Aglomeracja Górno?l?ska;SlKatoPlebA4;PM2.5;1g;20,8;5,0;113,0;8756;100,0;1,0
2022;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlJastrZdroj;PM2.5;1g;22,1;2,0;146,6;6694;76,4;1,9
2022;?l?skie;PL2402;Aglomeracja Rybnicko-Jastrz?bska;SlZorySikor2;PM2.5;24g;21,8;2,9;90,3;351;96,2;1,0
2022;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielPartyz;PM2.5;1g;22,7;2,1;174,9;8639;98,6;1,0
2022;?l?skie;PL2403;miasto Bielsko-Bia?a;SlBielSterni;PM2.5;24g;17,9;0,5;80,6;365;100,0;1,0
2022;?l?skie;PL2404;miasto Cz?stochowa;SlCzestoZana;PM2.5;24g;21,9;1,0;91,8;359;98,4;1,0
2022;?l?skie;PL2405;strefa ?l?ska;SlGoczaUzdroMOB;PM2.5;1g;23,1;1,9;238,9;8748;99,9;1,0
2022;?l?skie;PL2405;strefa ?l?ska;SlGodGliniki;PM2.5;24g;22,7;3,0;126,2;319;87,4;1,2
2022;?l?skie;PL2405;strefa ?l?ska;SlRaciborzWPMOB;PM2.5;1g;23,5;1,5;164,1;8706;99,4;1,0
2022;?l?skie;PL2405;strefa ?l?ska;SlTarnoLitew;PM2.5;24g;17,6;1,0;63,2;358;98,1;1,0
2022;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;1g;13,6;1,9;67,7;8658;98,8;1,0
2022;?l?skie;PL2405;strefa ?l?ska;SlZlotPotLes;PM2.5;24g;14,2;3,8;45,8;329;90,1;1,0
2022;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielTargow;PM2.5;1g;18,0;3,1;115,3;8635;98,6;1,0
2022;?wi?tokrzyskie;PL2601;miasto Kielce;SkKielWarsza;PM2.5;24g;16,1;3,1;49,7;352;96,4;0,9
2022;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkBuskRokosz;PM2.5;24g;16,3;3,4;59,2;359;98,4;1,0
2022;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkKaziWSzkolMOB;PM2.5;1g;20,3;0,8;151,7;8562;97,7;1,0
2022;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkPincz1MajaMOB;PM2.5;1g;23,5;1,0;246,2;8678;99,1;1,0
2022;?wi?tokrzyskie;PL2602;strefa ?wi?tokrzyska;SkStaraZlota;PM2.5;1g;20,7;1,1;319,6;8616;98,4;1,0
2022;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;1g;11,5;0,5;95,1;8547;97,6;1,0
2022;warmi?sko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;PM2.5;24g;12,8;2,1;61,0;354;97,0;1,0
